序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
31,2023,焚化爐、水處理及氣(液)體設備操作員,E000000000,1572,40971,61.7
32,2023,勞安及衛生技術員,E000000000,225,36989,48.2
33,2023,會計人員,E000000000,182,55415,81.8
34,2023,工商業銷售代表(含業務員),E000000000,654,45795,68.5
35,2023,採購員,E000000000,184,42243,59.6
36,2023,專業秘書,E000000000,---,---,---
37,2023,法務人員,E000000000,56,71705,117.3
38,2023,資訊管理及維護技術員,E000000000,94,49763,78
39,2023,事務支援人員,E000000000,5070,37878,53.1
40,2023,總務,E000000000,402,40018,58.6
41,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E000000000,2303,37688,51.7
42,2023,收帳、收費人員(含帳款催收),E000000000,326,39433,62.8
43,2023,接待員及服務台事務人員(含總機),E000000000,332,44221,68.3
44,2023,電話及網路客服人員,E000000000,---,---,---
45,2023,會計助理、簿記、出納,E000000000,1122,34186,44.7
46,2023,存貨事務人員,E000000000,134,38361,52
47,2023,生產及物料規劃事務人員,E000000000,132,43657,63.9
48,2023,人事事務人員,E000000000,253,41100,61
49,2023,服務及銷售工作人員,E000000000,140,41003,59
50,2023,廚師,E000000000,-,-,-
51,2023,銷售人員,E000000000,-,-,-
52,2023,建築物管理員、保全及警衛人員,E000000000,122,41788,60.9
53,2023,救生員,E000000000,-,-,-
54,2023,技藝、機械設備操作及組裝人員,E000000000,10796,40140,54.8
55,2023,鋼筋彎紮、模板及混凝土有關工作人員,E000000000,161,44352,73.1
56,2023,管道裝設人員(含檢修),E000000000,1446,44640,75.8
57,2023,焊接及切割人員(含電焊工、氣焊工),E000000000,---,---,---
58,2023,金屬工具機設定及操作人員,E000000000,-,-,-
59,2023,車輛維修人員(含自行車、機車、汽車、火車),E000000000,-,-,-
60,2023,產業用機器維修人員,E000000000,-,-,-
61,2023,電力、電子、資通訊設備裝修人員(含水電工),E000000000,459,41372,62.2
62,2023,產品分級及檢查人員,E000000000,-,-,-
63,2023,消毒及除蟲有關工作人員,E000000000,-,-,-
64,2023,生產機械設備操作人員、剪裁或裁縫人員,E000000000,1075,36041,48.5
65,2023,組裝(現場)人員,E000000000,-,-,-
66,2023,小客、貨車駕駛人員,E000000000,1759,35900,46.5
67,2023,大客、貨車駕駛人員,E000000000,4230,42500,54.3
68,2023,推土、吊車、起重機等移運設備操作人員,E000000000,1490,36195,45.5
69,2023,船舶艙面水手及有關工作人員,E000000000,-,-,-
70,2023,基層技術工及勞力工,E000000000,12668,29787,37.5
71,2023,清潔及家事工作人員(含建築清潔工、房務人員),E000000000,1681,28795,36.2
72,2023,勞力工(含理貨員、行李搬運工),E000000000,2820,29638,37.7
73,2023,廢棄物收集工及回收資源分類工,E000000000,8050,29888,37.2
74,2023,抄表員及自動販賣機收款員,E000000000,117,40700,67.7
75,2023,主管及監督人員,E360000000,711,98717,163.2
76,2023,高階主管(總經理及總執行長),E360000000,---,---,---
77,2023,中階主管(經理),E360000000,66,125458,211.6
78,2023,監督人員(含現場及辦公室主任、科/股長),E360000000,620,94526,156.2
79,2023,專業人員,E360000000,442,83409,138.4
80,2023,土木及水利工程師,E360000000,225,83393,135.7
81,2023,環境工程師,E360000000,---,---,---
82,2023,機械工程師(含造船、輪機、鑄造),E360000000,---,---,---
83,2023,化學工程師,E360000000,---,---,---
84,2023,電機、電子工程師,E360000000,37,83754,138.1
85,2023,護理人員,E360000000,-,-,-
86,2023,勞安及衛生管理人員(含工業安全管理師),E360000000,---,---,---
87,2023,專案管理師(含經營管理顧問),E360000000,41,95085,172.1
88,2023,稽核人員,E360000000,-,-,-
89,2023,人力資源管理師,E360000000,---,---,---
90,2023,廣告及行銷專業人員(含企劃),E360000000,37,81694,136.5
91,2023,公關專業人員,E360000000,---,---,---
92,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E360000000,---,---,---
93,2023,技術員及助理專業人員,E360000000,1724,52357,87.2
94,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),E360000000,586,48239,82.5
95,2023,電機、電子技術員,E360000000,119,56583,92.5
96,2023,機械技術員(含造船、輪機、鑄造),E360000000,---,---,---
97,2023,化工技術員,E360000000,105,53372,86.8
98,2023,品管、工管及生管技術員,E360000000,---,---,---
99,2023,製圖員,E360000000,---,---,---
100,2023,環境工程技術員,E360000000,---,---,---
101,2023,焚化爐、水處理及氣(液)體設備操作員,E360000000,481,46377,77.3
102,2023,勞安及衛生技術員,E360000000,---,---,---
103,2023,會計人員,E360000000,78,68817,114.5
104,2023,工商業銷售代表(含業務員),E360000000,142,62296,100.7
105,2023,採購員,E360000000,---,---,---
106,2023,專業秘書,E360000000,---,---,---
107,2023,法務人員,E360000000,42,79423,127.4
108,2023,資訊管理及維護技術員,E360000000,55,57758,89.9
109,2023,事務支援人員,E360000000,1343,51250,85.6
110,2023,總務,E360000000,106,53288,92.7
111,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E360000000,483,53871,88.4
112,2023,收帳、收費人員(含帳款催收),E360000000,227,43384,74.9
113,2023,接待員及服務台事務人員(含總機),E360000000,266,47093,76.8
114,2023,電話及網路客服人員,E360000000,-,-,-
115,2023,會計助理、簿記、出納,E360000000,109,56494,95.1
116,2023,存貨事務人員,E360000000,---,---,---
117,2023,生產及物料規劃事務人員,E360000000,49,59795,99.6
118,2023,人事事務人員,E360000000,73,57271,95
119,2023,服務及銷售工作人員,E360000000,-,-,-
120,2023,建築物管理員、保全及警衛人員,E360000000,-,-,-
121,2023,技藝、機械設備操作及組裝人員,E360000000,2107,44569,75.3
122,2023,鋼筋彎紮、模板及混凝土有關工作人員,E360000000,161,44352,73.1
123,2023,管道裝設人員(含檢修),E360000000,1446,44640,75.8
124,2023,產業用機器維修人員,E360000000,-,-,-
125,2023,電力、電子、資通訊設備裝修人員(含水電工),E360000000,261,44308,72.4
126,2023,生產機械設備操作人員、剪裁或裁縫人員,E360000000,178,42477,72.3
127,2023,小客、貨車駕駛人員,E360000000,---,---,---
128,2023,大客、貨車駕駛人員,E360000000,-,-,-
129,2023,基層技術工及勞力工,E360000000,131,40993,67.9
130,2023,清潔及家事工作人員(含建築清潔工、房務人員),E360000000,-,-,-
131,2023,勞力工(含理貨員、行李搬運工),E360000000,-,-,-
132,2023,抄表員及自動販賣機收款員,E360000000,117,40700,67.7
133,2023,主管及監督人員,E370000000,241,67331,88.6
134,2023,高階主管(總經理及總執行長),E370000000,---,---,---
135,2023,中階主管(經理),E370000000,75,77555,107.2
136,2023,監督人員(含現場及辦公室主任、科/股長),E370000000,143,51690,66.6
137,2023,專業人員,E370000000,334,47409,65.3
138,2023,品管、工管及生管工程師,E370000000,-,-,-
139,2023,環境工程師,E370000000,233,46937,59.8
140,2023,機械工程師(含造船、輪機、鑄造),E370000000,-,-,-
141,2023,化學工程師,E370000000,---,---,---
142,2023,電機、電子工程師,E370000000,-,-,-
143,2023,勞安及衛生管理人員(含工業安全管理師),E370000000,---,---,---
144,2023,會(審)計師,E370000000,-,-,-
145,2023,專案管理師(含經營管理顧問),E370000000,-,-,-
146,2023,人力資源管理師,E370000000,---,---,---
147,2023,技術員及助理專業人員,E370000000,1442,34466,43.7
148,2023,電機、電子技術員,E370000000,---,---,---
149,2023,化工技術員,E370000000,---,---,---
150,2023,品管、工管及生管技術員,E370000000,---,---,---
151,2023,製圖員,E370000000,---,---,---
152,2023,環境工程技術員,E370000000,940,32960,41.9
153,2023,焚化爐、水處理及氣(液)體設備操作員,E370000000,385,37403,48.2
154,2023,工商業銷售代表(含業務員),E370000000,---,---,---
155,2023,採購員,E370000000,---,---,---
156,2023,專業秘書,E370000000,-,-,-
157,2023,法務人員,E370000000,---,---,---
158,2023,事務支援人員,E370000000,543,31459,38.1
159,2023,總務,E370000000,---,---,---
160,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E370000000,307,31413,38.1
161,2023,收帳、收費人員(含帳款催收),E370000000,-,-,-
162,2023,會計助理、簿記、出納,E370000000,---,---,---
163,2023,存貨事務人員,E370000000,-,-,-
164,2023,生產及物料規劃事務人員,E370000000,---,---,---
165,2023,人事事務人員,E370000000,---,---,---
166,2023,服務及銷售工作人員,E370000000,-,-,-
167,2023,建築物管理員、保全及警衛人員,E370000000,-,-,-
168,2023,技藝、機械設備操作及組裝人員,E370000000,---,---,---
169,2023,電力、電子、資通訊設備裝修人員(含水電工),E370000000,-,-,-
170,2023,大客、貨車駕駛人員,E370000000,---,---,---
171,2023,推土、吊車、起重機等移運設備操作人員,E370000000,-,-,-
172,2023,基層技術工及勞力工,E370000000,---,---,---
173,2023,清潔及家事工作人員(含建築清潔工、房務人員),E370000000,---,---,---
174,2023,勞力工(含理貨員、行李搬運工),E370000000,---,---,---
175,2023,廢棄物收集工及回收資源分類工,E370000000,-,-,-
176,2023,主管及監督人員,E381000000,625,55002,72.5
177,2023,高階主管(總經理及總執行長),E381000000,---,---,---
178,2023,中階主管(經理),E381000000,132,67438,88.5
179,2023,監督人員(含現場及辦公室主任、科/股長),E381000000,444,44914,58.3
180,2023,專業人員,E381000000,287,44254,60.5
181,2023,品管、工管及生管工程師,E381000000,---,---,---
182,2023,土木及水利工程師,E381000000,-,-,-
183,2023,環境工程師,E381000000,---,---,---
184,2023,機械工程師(含造船、輪機、鑄造),E381000000,-,-,-
185,2023,化學工程師,E381000000,---,---,---
186,2023,電機、電子工程師,E381000000,---,---,---
187,2023,勞安及衛生管理人員(含工業安全管理師),E381000000,103,42997,59.3
188,2023,專案管理師(含經營管理顧問),E381000000,---,---,---
189,2023,稽核人員,E381000000,-,-,-
190,2023,人力資源管理師,E381000000,---,---,---
191,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E381000000,---,---,---
192,2023,技術員及助理專業人員,E381000000,674,36707,46
193,2023,電機、電子技術員,E381000000,---,---,---
194,2023,機械技術員(含造船、輪機、鑄造),E381000000,-,-,-
195,2023,化工技術員,E381000000,34,38829,47.1
196,2023,品管、工管及生管技術員,E381000000,-,-,-
197,2023,環境工程技術員,E381000000,257,33013,41.1
198,2023,發電設備操作員,E381000000,-,-,-
199,2023,焚化爐、水處理及氣(液)體設備操作員,E381000000,-,-,-
200,2023,勞安及衛生技術員,E381000000,---,---,---
201,2023,會計人員,E381000000,---,---,---
202,2023,工商業銷售代表(含業務員),E381000000,---,---,---
203,2023,採購員,E381000000,---,---,---
204,2023,專業秘書,E381000000,-,-,-
205,2023,事務支援人員,E381000000,1370,32476,41
206,2023,總務,E381000000,---,---,---
207,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E381000000,697,33741,41.7
208,2023,收帳、收費人員(含帳款催收),E381000000,---,---,---
209,2023,接待員及服務台事務人員(含總機),E381000000,---,---,---
210,2023,電話及網路客服人員,E381000000,---,---,---
211,2023,會計助理、簿記、出納,E381000000,389,29704,36.6
212,2023,存貨事務人員,E381000000,---,---,---
213,2023,生產及物料規劃事務人員,E381000000,---,---,---
214,2023,人事事務人員,E381000000,---,---,---
215,2023,服務及銷售工作人員,E381000000,---,---,---
216,2023,建築物管理員、保全及警衛人員,E381000000,---,---,---
217,2023,技藝、機械設備操作及組裝人員,E381000000,4234,39196,49.1
218,2023,車輛維修人員(含自行車、機車、汽車、火車),E381000000,-,-,-
219,2023,消毒及除蟲有關工作人員,E381000000,-,-,-
220,2023,生產機械設備操作人員、剪裁或裁縫人員,E381000000,---,---,---
221,2023,小客、貨車駕駛人員,E381000000,1079,32454,42
222,2023,大客、貨車駕駛人員,E381000000,2577,43237,53.8
223,2023,推土、吊車、起重機等移運設備操作人員,E381000000,515,33710,41.3
224,2023,基層技術工及勞力工,E381000000,5559,29575,36.1
225,2023,清潔及家事工作人員(含建築清潔工、房務人員),E381000000,1424,28707,35.9
226,2023,勞力工(含理貨員、行李搬運工),E381000000,719,28541,34.1
227,2023,廢棄物收集工及回收資源分類工,E381000000,3416,30154,36.6
228,2023,主管及監督人員,E382000000,338,81333,128.7
229,2023,高階主管(總經理及總執行長),E382000000,41,169634,344.3
230,2023,中階主管(經理),E382000000,93,91964,124.5
231,2023,監督人員(含現場及辦公室主任、科/股長),E382000000,204,58739,84.8
232,2023,專業人員,E382000000,359,49597,67.2
233,2023,品管、工管及生管工程師,E382000000,---,---,---
234,2023,環境工程師,E382000000,---,---,---
235,2023,機械工程師(含造船、輪機、鑄造),E382000000,---,---,---
236,2023,化學工程師,E382000000,---,---,---
237,2023,電機、電子工程師,E382000000,---,---,---
238,2023,勞安及衛生管理人員(含工業安全管理師),E382000000,---,---,---
239,2023,財務及投資規劃分析人員,E382000000,-,-,-
240,2023,專案管理師(含經營管理顧問),E382000000,---,---,---
241,2023,人力資源管理師,E382000000,---,---,---
242,2023,廣告及行銷專業人員(含企劃),E382000000,---,---,---
243,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E382000000,---,---,---
244,2023,技術員及助理專業人員,E382000000,1321,39347,56.8
245,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),E382000000,-,-,-
246,2023,電機、電子技術員,E382000000,---,---,---
247,2023,機械技術員(含造船、輪機、鑄造),E382000000,---,---,---
248,2023,化工技術員,E382000000,104,38361,53.4
249,2023,品管、工管及生管技術員,E382000000,---,---,---
250,2023,製圖員,E382000000,---,---,---
251,2023,環境工程技術員,E382000000,155,38066,54.4
252,2023,焚化爐、水處理及氣(液)體設備操作員,E382000000,617,39169,58.3
253,2023,勞安及衛生技術員,E382000000,---,---,---
254,2023,會計人員,E382000000,---,---,---
255,2023,工商業銷售代表(含業務員),E382000000,145,37819,56.8
256,2023,採購員,E382000000,---,---,---
257,2023,專業秘書,E382000000,---,---,---
258,2023,法務人員,E382000000,-,-,-
259,2023,資訊管理及維護技術員,E382000000,---,---,---
260,2023,事務支援人員,E382000000,1059,34319,43.4
261,2023,總務,E382000000,---,---,---
262,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E382000000,547,33851,43.2
263,2023,收帳、收費人員(含帳款催收),E382000000,---,---,---
264,2023,接待員及服務台事務人員(含總機),E382000000,---,---,---
265,2023,電話及網路客服人員,E382000000,-,-,-
266,2023,會計助理、簿記、出納,E382000000,244,34518,43
267,2023,存貨事務人員,E382000000,---,---,---
268,2023,生產及物料規劃事務人員,E382000000,---,---,---
269,2023,人事事務人員,E382000000,---,---,---
270,2023,服務及銷售工作人員,E382000000,---,---,---
271,2023,廚師,E382000000,-,-,-
272,2023,建築物管理員、保全及警衛人員,E382000000,---,---,---
273,2023,救生員,E382000000,-,-,-
274,2023,技藝、機械設備操作及組裝人員,E382000000,2134,41982,56.3
275,2023,電力、電子、資通訊設備裝修人員(含水電工),E382000000,---,---,---
276,2023,生產機械設備操作人員、剪裁或裁縫人員,E382000000,480,37655,45.2
277,2023,小客、貨車駕駛人員,E382000000,---,---,---
278,2023,大客、貨車駕駛人員,E382000000,770,46990,64.6
279,2023,推土、吊車、起重機等移運設備操作人員,E382000000,395,37425,48.8
280,2023,船舶艙面水手及有關工作人員,E382000000,-,-,-
281,2023,基層技術工及勞力工,E382000000,1921,29164,35.7
282,2023,清潔及家事工作人員(含建築清潔工、房務人員),E382000000,142,30834,38.8
283,2023,勞力工(含理貨員、行李搬運工),E382000000,464,30195,37.1
284,2023,廢棄物收集工及回收資源分類工,E382000000,1315,28620,34.7
285,2023,主管及監督人員,E383000000,338,70401,101.1
286,2023,高階主管(總經理及總執行長),E383000000,62,114992,173.3
287,2023,中階主管(經理),E383000000,126,75150,112.3
288,2023,監督人員(含現場及辦公室主任、科/股長),E383000000,150,47980,62.4
289,2023,專業人員,E383000000,333,49601,74.2
290,2023,品管、工管及生管工程師,E383000000,---,---,---
291,2023,環境工程師,E383000000,219,49869,76.9
292,2023,化學工程師,E383000000,---,---,---
293,2023,電機、電子工程師,E383000000,---,---,---
294,2023,勞安及衛生管理人員(含工業安全管理師),E383000000,---,---,---
295,2023,專案管理師(含經營管理顧問),E383000000,---,---,---
296,2023,人力資源管理師,E383000000,---,---,---
297,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E383000000,---,---,---
298,2023,技術員及助理專業人員,E383000000,1060,38936,54.7
299,2023,電機、電子技術員,E383000000,---,---,---
300,2023,機械技術員(含造船、輪機、鑄造),E383000000,109,31700,37.6
301,2023,化工技術員,E383000000,94,38509,62.4
302,2023,品管、工管及生管技術員,E383000000,---,---,---
303,2023,製圖員,E383000000,---,---,---
304,2023,環境工程技術員,E383000000,285,37228,52.8
305,2023,發電設備操作員,E383000000,-,-,-
306,2023,焚化爐、水處理及氣(液)體設備操作員,E383000000,---,---,---
307,2023,勞安及衛生技術員,E383000000,---,---,---
308,2023,會計人員,E383000000,---,---,---
309,2023,工商業銷售代表(含業務員),E383000000,207,45353,70.5
310,2023,採購員,E383000000,---,---,---
311,2023,專業秘書,E383000000,---,---,---
312,2023,法務人員,E383000000,-,-,-
313,2023,資訊管理及維護技術員,E383000000,---,---,---
314,2023,事務支援人員,E383000000,755,33501,44.7
315,2023,總務,E383000000,---,---,---
316,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),E383000000,269,33819,44.9
317,2023,收帳、收費人員(含帳款催收),E383000000,---,---,---
318,2023,接待員及服務台事務人員(含總機),E383000000,---,---,---
319,2023,電話及網路客服人員,E383000000,---,---,---
320,2023,會計助理、簿記、出納,E383000000,194,34354,45.3
321,2023,存貨事務人員,E383000000,---,---,---
322,2023,生產及物料規劃事務人員,E383000000,---,---,---
323,2023,人事事務人員,E383000000,---,---,---
324,2023,服務及銷售工作人員,E383000000,---,---,---
325,2023,銷售人員,E383000000,-,-,-
326,2023,建築物管理員、保全及警衛人員,E383000000,---,---,---
327,2023,技藝、機械設備操作及組裝人員,E383000000,1949,36826,47.3
328,2023,焊接及切割人員(含電焊工、氣焊工),E383000000,---,---,---
329,2023,金屬工具機設定及操作人員,E383000000,-,-,-
330,2023,電力、電子、資通訊設備裝修人員(含水電工),E383000000,---,---,---
331,2023,產品分級及檢查人員,E383000000,-,-,-
332,2023,生產機械設備操作人員、剪裁或裁縫人員,E383000000,380,31559,39.5
333,2023,組裝(現場)人員,E383000000,-,-,-
334,2023,小客、貨車駕駛人員,E383000000,---,---,---
335,2023,大客、貨車駕駛人員,E383000000,563,39411,52.2
336,2023,推土、吊車、起重機等移運設備操作人員,E383000000,577,37605,46.6
337,2023,基層技術工及勞力工,E383000000,4394,29913,39.1
338,2023,清潔及家事工作人員(含建築清潔工、房務人員),E383000000,---,---,---
339,2023,勞力工(含理貨員、行李搬運工),E383000000,1277,30341,40.7
340,2023,廢棄物收集工及回收資源分類工,E383000000,3091,29757,38.5
