序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
1,2023,主管及監督人員,J000000000,38941,96440,147.7
2,2023,高階主管(總經理及總執行長),J000000000,3599,184143,295.6
3,2023,中階主管(經理),J000000000,14738,112504,171.4
4,2023,監督人員(含現場及辦公室主任、科/股長),J000000000,20604,69630,104.7
5,2023,專業人員,J000000000,118115,66448,98.8
6,2023,統計及精算專業人員,J000000000,-,-,-
7,2023,品管、工管及生管工程師,J000000000,-,-,-
8,2023,機械工程師(含造船、輪機、鑄造),J000000000,-,-,-
9,2023,生物科學工程師,J000000000,-,-,-
10,2023,電機、電子工程師,J000000000,3122,71368,99.5
11,2023,電信工程師,J000000000,3967,74760,130.6
12,2023,建築工程師(含建築師),J000000000,-,-,-
13,2023,平面及多媒體設計師,J000000000,9268,45495,63
14,2023,產品及服裝設計師(含工業設計),J000000000,---,---,---
15,2023,護理人員,J000000000,---,---,---
16,2023,勞安及衛生管理人員(含工業安全管理師),J000000000,250,62081,103.1
17,2023,補教業教師,J000000000,-,-,-
18,2023,會(審)計師,J000000000,---,---,---
19,2023,財務及投資規劃分析人員,J000000000,85,73707,117.1
20,2023,專案管理師(含經營管理顧問),J000000000,6515,65375,92.8
21,2023,稽核人員,J000000000,102,69258,116.5
22,2023,人力資源管理師,J000000000,1375,68200,98.9
23,2023,廣告及行銷專業人員(含企劃),J000000000,11056,51483,77.9
24,2023,公關專業人員,J000000000,616,53584,72.9
25,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),J000000000,70198,74407,112.3
26,2023,律師,J000000000,-,-,-
27,2023,專利工程師及公證人,J000000000,---,---,---
28,2023,編輯、作家及有關撰稿人員,J000000000,5992,44412,56.2
29,2023,新聞記者,J000000000,3266,48965,65.6
30,2023,翻譯人員,J000000000,301,43644,59.5
31,2023,表演藝術人員(含演員、配音員),J000000000,-,-,-
32,2023,電影、舞台及有關導演與製作人,J000000000,1195,43341,61.1
33,2023,廣播、電視及其他媒體播報員,J000000000,547,49610,73.7
34,2023,技術員及助理專業人員,J000000000,49913,50811,79.4
35,2023,電機、電子技術員,J000000000,777,39200,51.2
36,2023,機械技術員(含造船、輪機、鑄造),J000000000,-,-,-
37,2023,品管、工管及生管技術員,J000000000,-,-,-
38,2023,製圖員,J000000000,153,39650,51.6
39,2023,農業技術及農業推廣人員,J000000000,-,-,-
40,2023,勞安及衛生技術員,J000000000,---,---,---
41,2023,會計人員,J000000000,3553,52579,77.5
42,2023,統計及精算助理專業人員,J000000000,-,-,-
43,2023,工商業銷售代表(含業務員),J000000000,14540,57404,93.8
44,2023,採購員,J000000000,1045,60240,91.3
45,2023,報關員(含報驗、船務人員),J000000000,-,-,-
46,2023,會議及活動規劃人員,J000000000,-,-,-
47,2023,不動產經紀人,J000000000,-,-,-
48,2023,專業秘書,J000000000,827,55690,80
49,2023,法務人員,J000000000,493,61688,89.6
50,2023,職業運動員,J000000000,-,-,-
51,2023,攝影師、攝影記者,J000000000,2559,42410,58.1
52,2023,節目助理及舞台相關工作人員,J000000000,1232,43025,56
53,2023,資訊管理及維護技術員,J000000000,17518,45569,68.3
54,2023,廣播及視聽技術員(含放映員),J000000000,2763,39840,48.7
55,2023,電信技術員,J000000000,4280,61118,119.6
56,2023,事務支援人員,J000000000,40637,38017,54.3
57,2023,總務,J000000000,3064,42795,62.7
58,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),J000000000,17738,36030,49.4
59,2023,收帳、收費人員(含帳款催收),J000000000,1157,59399,108.6
60,2023,接待員及服務台事務人員(含總機),J000000000,1717,44659,78.5
61,2023,電話及網路客服人員,J000000000,9423,38493,54.4
62,2023,統計調查訪談人員,J000000000,-,-,-
63,2023,會計助理、簿記、出納,J000000000,5183,34181,46
64,2023,存貨事務人員,J000000000,981,35888,48.2
65,2023,人事事務人員,J000000000,1372,39443,51.9
66,2023,服務及銷售工作人員,J000000000,11744,41552,64.3
67,2023,廚師,J000000000,---,---,---
68,2023,餐飲服務人員(含餐食櫃台工作),J000000000,---,---,---
69,2023,按摩師,J000000000,---,---,---
70,2023,銷售人員,J000000000,6186,43883,66.9
71,2023,收銀員及售票員,J000000000,---,---,---
72,2023,電話及網路行銷人員,J000000000,3393,43948,70
73,2023,建築物管理員、保全及警衛人員,J000000000,---,---,---
74,2023,技藝、機械設備操作及組裝人員,J000000000,9701,47194,79.3
75,2023,園藝及農牧業生產人員,J000000000,-,-,-
76,2023,營建木作人員,J000000000,178,45332,58.5
77,2023,油漆、噴漆人員(含裱糊工),J000000000,---,---,---
78,2023,各種材質手工藝人員,J000000000,-,-,-
79,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),J000000000,3103,34775,45.1
80,2023,電力、電子、資通訊設備裝修人員(含水電工),J000000000,6075,54007,101.1
81,2023,組裝(現場)人員,J000000000,-,-,-
82,2023,小客、貨車駕駛人員,J000000000,279,40359,53.7
83,2023,大客、貨車駕駛人員,J000000000,---,---,---
84,2023,推土、吊車、起重機等移運設備操作人員,J000000000,---,---,---
85,2023,基層技術工及勞力工,J000000000,1374,28663,35.9
86,2023,清潔及家事工作人員(含建築清潔工、房務人員),J000000000,---,---,---
87,2023,勞力工(含理貨員、行李搬運工),J000000000,682,29449,38.7
88,2023,廚房幫工(含速食烹調),J000000000,---,---,---
89,2023,收票員、引座員、休閒遊樂場所服務員,J000000000,---,---,---
90,2023,主管及監督人員,J580000000,5215,86873,135.9
91,2023,高階主管(總經理及總執行長),J580000000,581,164941,274.4
92,2023,中階主管(經理),J580000000,1919,97228,139.8
93,2023,監督人員(含現場及辦公室主任、科/股長),J580000000,2715,62847,97.1
94,2023,專業人員,J580000000,15317,49126,66.9
95,2023,統計及精算專業人員,J580000000,-,-,-
96,2023,電機、電子工程師,J580000000,---,---,---
97,2023,平面及多媒體設計師,J580000000,2047,43823,68.1
98,2023,護理人員,J580000000,-,-,-
99,2023,勞安及衛生管理人員(含工業安全管理師),J580000000,-,-,-
100,2023,補教業教師,J580000000,-,-,-
101,2023,專案管理師(含經營管理顧問),J580000000,641,47270,63.7
102,2023,稽核人員,J580000000,---,---,---
