序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
34,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),I000000000,3649,34883,43.7
35,2023,接待員及服務台事務人員(含總機),I000000000,8445,32038,40.5
36,2023,電話及網路客服人員,I000000000,874,31628,37.7
37,2023,會計助理、簿記、出納,I000000000,6967,34443,42.4
38,2023,存貨事務人員,I000000000,1097,32922,43.2
39,2023,生產及物料規劃事務人員,I000000000,137,37631,48.7
40,2023,人事事務人員,I000000000,1320,34841,42.8
41,2023,服務及銷售工作人員,I000000000,248914,35058,44
42,2023,隨車、船、飛機服務人員(含空服員),I000000000,167,38018,58.1
43,2023,廚師,I000000000,68127,39189,49.3
44,2023,飲料調配及調酒員,I000000000,20314,30938,39.2
45,2023,餐飲服務人員(含餐食櫃台工作),I000000000,151490,33903,42.4
46,2023,旅館管家、舍監,I000000000,4017,32673,39.5
47,2023,按摩師,I000000000,451,33365,41.9
48,2023,銷售人員,I000000000,1071,32586,42.8
49,2023,收銀員及售票員,I000000000,1891,31862,39.8
50,2023,建築物管理員、保全及警衛人員,I000000000,1116,31513,39.9
51,2023,救生員,I000000000,270,34048,42.8
52,2023,技藝、機械設備操作及組裝人員,I000000000,7497,34625,45.2
53,2023,園藝及農牧業生產人員,I000000000,-,-,-
54,2023,營建木作人員,I000000000,---,---,---
55,2023,空調及冷凍機械裝修人員,I000000000,---,---,---
56,2023,油漆、噴漆人員(含裱糊工),I000000000,---,---,---
57,2023,電力、電子、資通訊設備裝修人員(含水電工),I000000000,1316,36940,44.9
58,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I000000000,3010,34271,47.6
59,2023,木材處理、家具木工及有關工作人員,I000000000,-,-,-
60,2023,生產機械設備操作人員、剪裁或裁縫人員,I000000000,-,-,-
61,2023,洗滌工、熨燙工,I000000000,1047,30767,37.3
62,2023,小客、貨車駕駛人員,I000000000,1377,33594,42.2
63,2023,大客、貨車駕駛人員,I000000000,443,40136,55.3
64,2023,基層技術工及勞力工,I000000000,43078,30268,38.3
65,2023,清潔及家事工作人員(含建築清潔工、房務人員),I000000000,15037,30222,39.6
66,2023,勞力工(含理貨員、行李搬運工),I000000000,1970,30597,39.1
67,2023,廚房幫工(含速食烹調),I000000000,25949,30269,37.5
68,2023,停車場管理工,I000000000,-,-,-
69,2023,收票員、引座員、休閒遊樂場所服務員,I000000000,---,---,---
70,2023,主管及監督人員,I550000000,13885,55359,70.3
71,2023,高階主管(總經理及總執行長),I550000000,826,126128,161.6
72,2023,中階主管(經理),I550000000,3383,64073,81.3
73,2023,監督人員(含現場及辦公室主任、科/股長),I550000000,9676,46271,58.5
74,2023,專業人員,I550000000,1686,41228,53.9
75,2023,食品工程師,I550000000,-,-,-
76,2023,電機、電子工程師,I550000000,---,---,---
77,2023,平面及多媒體設計師,I550000000,---,---,---
78,2023,護理人員,I550000000,---,---,---
79,2023,勞安及衛生管理人員(含工業安全管理師),I550000000,---,---,---
80,2023,營養師,I550000000,---,---,---
81,2023,稽核人員,I550000000,---,---,---
82,2023,人力資源管理師,I550000000,---,---,---
83,2023,廣告及行銷專業人員(含企劃),I550000000,696,36842,45.1
84,2023,公關專業人員,I550000000,258,44094,64
85,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I550000000,---,---,---
86,2023,技術員及助理專業人員,I550000000,3106,37988,49.2
87,2023,電機、電子技術員,I550000000,353,37564,50
88,2023,機械技術員(含造船、輪機、鑄造),I550000000,-,-,-
89,2023,食品技術員,I550000000,---,---,---
90,2023,勞安及衛生技術員,I550000000,---,---,---
91,2023,會計人員,I550000000,---,---,---
92,2023,工商業銷售代表(含業務員),I550000000,509,42067,51.6
93,2023,採購員,I550000000,676,35911,44.8
94,2023,會議及活動規劃人員,I550000000,469,40534,56.5
95,2023,專業秘書,I550000000,---,---,---
96,2023,運動、健身及休閒娛樂指導員,I550000000,419,30808,42.6
97,2023,節目助理及舞台相關工作人員,I550000000,-,-,-
98,2023,資訊管理及維護技術員,I550000000,---,---,---
99,2023,事務支援人員,I550000000,13420,32768,41.2
100,2023,總務,I550000000,---,---,---
101,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),I550000000,1677,33743,41.3
102,2023,接待員及服務台事務人員(含總機),I550000000,7721,32119,41
103,2023,電話及網路客服人員,I550000000,584,30833,37.4
104,2023,會計助理、簿記、出納,I550000000,2063,34485,42.8
105,2023,存貨事務人員,I550000000,---,---,---
106,2023,人事事務人員,I550000000,606,33730,40.7
107,2023,服務及銷售工作人員,I550000000,30415,36446,46.3
108,2023,廚師,I550000000,9776,43413,54
109,2023,飲料調配及調酒員,I550000000,---,---,---
110,2023,餐飲服務人員(含餐食櫃台工作),I550000000,13914,33370,44.4
111,2023,旅館管家、舍監,I550000000,4017,32673,39.5
112,2023,按摩師,I550000000,424,33800,42.6
113,2023,銷售人員,I550000000,577,33188,42.3
114,2023,收銀員及售票員,I550000000,285,33015,42.4
115,2023,建築物管理員、保全及警衛人員,I550000000,994,31449,39.9
116,2023,救生員,I550000000,270,34048,42.8
117,2023,技藝、機械設備操作及組裝人員,I550000000,2604,34810,42.2
118,2023,園藝及農牧業生產人員,I550000000,-,-,-
119,2023,營建木作人員,I550000000,---,---,---
120,2023,空調及冷凍機械裝修人員,I550000000,---,---,---
121,2023,油漆、噴漆人員(含裱糊工),I550000000,---,---,---
122,2023,電力、電子、資通訊設備裝修人員(含水電工),I550000000,968,37793,46.2
123,2023,木材處理、家具木工及有關工作人員,I550000000,-,-,-
124,2023,生產機械設備操作人員、剪裁或裁縫人員,I550000000,-,-,-
125,2023,洗滌工、熨燙工,I550000000,1021,30774,37.3
126,2023,小客、貨車駕駛人員,I550000000,---,---,---
127,2023,大客、貨車駕駛人員,I550000000,---,---,---
128,2023,基層技術工及勞力工,I550000000,15523,30332,39.8
129,2023,清潔及家事工作人員(含建築清潔工、房務人員),I550000000,13505,30246,39.9
130,2023,勞力工(含理貨員、行李搬運工),I550000000,685,30602,40
131,2023,廚房幫工(含速食烹調),I550000000,1215,31137,39
132,2023,停車場管理工,I550000000,-,-,-
133,2023,收票員、引座員、休閒遊樂場所服務員,I550000000,---,---,---
134,2023,主管及監督人員,I561100000,54535,49054,64.7
135,2023,高階主管(總經理及總執行長),I561100000,1213,133840,177.8
136,2023,中階主管(經理),I561100000,4730,69742,91.7
137,2023,監督人員(含現場及辦公室主任、科/股長),I561100000,48592,44924,59
138,2023,專業人員,I561100000,1748,43372,56
139,2023,平面及多媒體設計師,I561100000,---,---,---
140,2023,護理人員,I561100000,---,---,---
141,2023,勞安及衛生管理人員(含工業安全管理師),I561100000,---,---,---
142,2023,營養師,I561100000,---,---,---
143,2023,專案管理師(含經營管理顧問),I561100000,-,-,-
144,2023,稽核人員,I561100000,---,---,---
145,2023,人力資源管理師,I561100000,---,---,---
146,2023,廣告及行銷專業人員(含企劃),I561100000,---,---,---
147,2023,公關專業人員,I561100000,-,-,-
148,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I561100000,---,---,---
149,2023,技術員及助理專業人員,I561100000,1502,42367,54.6
150,2023,食品技術員,I561100000,-,-,-
151,2023,勞安及衛生技術員,I561100000,---,---,---
152,2023,會計人員,I561100000,---,---,---
153,2023,工商業銷售代表(含業務員),I561100000,713,43212,58.4
154,2023,採購員,I561100000,---,---,---
155,2023,會議及活動規劃人員,I561100000,---,---,---
156,2023,專業秘書,I561100000,---,---,---
157,2023,事務支援人員,I561100000,9577,34714,42.8
158,2023,總務,I561100000,---,---,---
159,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),I561100000,1578,35733,43.8
160,2023,接待員及服務台事務人員(含總機),I561100000,---,---,---
161,2023,電話及網路客服人員,I561100000,---,---,---
162,2023,會計助理、簿記、出納,I561100000,4422,34739,42.7
163,2023,存貨事務人員,I561100000,795,32722,42.9
164,2023,生產及物料規劃事務人員,I561100000,---,---,---
165,2023,人事事務人員,I561100000,---,---,---
166,2023,服務及銷售工作人員,I561100000,181483,35261,43.9
167,2023,隨車、船、飛機服務人員(含空服員),I561100000,167,38018,58.1
168,2023,廚師,I561100000,53188,38377,48.7
169,2023,飲料調配及調酒員,I561100000,2692,32374,41.9
170,2023,餐飲服務人員(含餐食櫃台工作),I561100000,123189,34041,41.9
171,2023,按摩師,I561100000,-,-,-
172,2023,銷售人員,I561100000,---,---,---
173,2023,收銀員及售票員,I561100000,---,---,---
174,2023,建築物管理員、保全及警衛人員,I561100000,-,-,-
175,2023,技藝、機械設備操作及組裝人員,I561100000,1395,33740,43.1
176,2023,電力、電子、資通訊設備裝修人員(含水電工),I561100000,---,---,---
177,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I561100000,773,33217,43.8
178,2023,洗滌工、熨燙工,I561100000,---,---,---
179,2023,小客、貨車駕駛人員,I561100000,---,---,---
180,2023,大客、貨車駕駛人員,I561100000,-,-,-
181,2023,基層技術工及勞力工,I561100000,16839,31019,38.8
182,2023,清潔及家事工作人員(含建築清潔工、房務人員),I561100000,1277,30380,37.9
183,2023,勞力工(含理貨員、行李搬運工),I561100000,863,30765,38.7
184,2023,廚房幫工(含速食烹調),I561100000,14695,31090,38.9
185,2023,收票員、引座員、休閒遊樂場所服務員,I561100000,-,-,-
186,2023,主管及監督人員,I569000000,6591,52192,69.5
187,2023,高階主管(總經理及總執行長),I569000000,---,---,---
188,2023,中階主管(經理),I569000000,1113,65286,78.9
189,2023,監督人員(含現場及辦公室主任、科/股長),I569000000,5209,44523,61.4
190,2023,專業人員,I569000000,964,53462,76.5
191,2023,食品工程師,I569000000,---,---,---
192,2023,平面及多媒體設計師,I569000000,-,-,-
193,2023,護理人員,I569000000,-,-,-
194,2023,勞安及衛生管理人員(含工業安全管理師),I569000000,---,---,---
195,2023,營養師,I569000000,203,37733,48.7
196,2023,專案管理師(含經營管理顧問),I569000000,-,-,-
197,2023,稽核人員,I569000000,---,---,---
198,2023,人力資源管理師,I569000000,---,---,---
199,2023,廣告及行銷專業人員(含企劃),I569000000,---,---,---
200,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I569000000,---,---,---
201,2023,技術員及助理專業人員,I569000000,1236,40166,53.3
202,2023,電機、電子技術員,I569000000,20,43487,61.9
203,2023,機械技術員(含造船、輪機、鑄造),I569000000,---,---,---
204,2023,食品技術員,I569000000,453,43852,64.8
205,2023,品管、工管及生管技術員,I569000000,-,-,-
206,2023,勞安及衛生技術員,I569000000,147,35377,43
207,2023,會計人員,I569000000,-,-,-
208,2023,工商業銷售代表(含業務員),I569000000,---,---,---
209,2023,採購員,I569000000,256,35494,43.7
210,2023,專業秘書,I569000000,---,---,---
211,2023,資訊管理及維護技術員,I569000000,---,---,---
212,2023,事務支援人員,I569000000,1327,33581,43.7
213,2023,總務,I569000000,---,---,---
214,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),I569000000,394,36333,52.3
215,2023,接待員及服務台事務人員(含總機),I569000000,---,---,---
216,2023,電話及網路客服人員,I569000000,---,---,---
217,2023,會計助理、簿記、出納,I569000000,482,31543,38.6
218,2023,存貨事務人員,I569000000,65,35218,51
219,2023,生產及物料規劃事務人員,I569000000,41,37507,48.9
220,2023,人事事務人員,I569000000,---,---,---
221,2023,服務及銷售工作人員,I569000000,37016,32922,42.7
222,2023,廚師,I569000000,5163,39551,47.7
223,2023,飲料調配及調酒員,I569000000,17464,30700,38.9
224,2023,餐飲服務人員(含餐食櫃台工作),I569000000,14387,33240,45.1
225,2023,建築物管理員、保全及警衛人員,I569000000,-,-,-
226,2023,技藝、機械設備操作及組裝人員,I569000000,3498,34841,47.7
227,2023,電力、電子、資通訊設備裝修人員(含水電工),I569000000,---,---,---
228,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I569000000,2237,34635,48.8
229,2023,洗滌工、熨燙工,I569000000,-,-,-
230,2023,小客、貨車駕駛人員,I569000000,947,33169,41.3
231,2023,大客、貨車駕駛人員,I569000000,299,41777,60.7
232,2023,基層技術工及勞力工,I569000000,10716,28994,35.6
233,2023,清潔及家事工作人員(含建築清潔工、房務人員),I569000000,255,28147,35.8
234,2023,勞力工(含理貨員、行李搬運工),I569000000,422,30246,38.5
235,2023,廚房幫工(含速食烹調),I569000000,10039,28963,35.4
