序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
1,2023,主管及監督人員,K000000000,51138,117387,224.8
2,2023,高階主管(總經理及總執行長),K000000000,2117,295195,741.1
3,2023,中階主管(經理),K000000000,12727,145038,280.4
4,2023,監督人員(含現場及辦公室主任、科/股長),K000000000,36294,97320,177
5,2023,專業人員,K000000000,51655,71720,133.6
6,2023,精算師(取得正式資格者),K000000000,---,---,---
7,2023,統計及精算專業人員,K000000000,1056,80899,131.7
8,2023,平面及多媒體設計師,K000000000,---,---,---
9,2023,醫師,K000000000,---,---,---
10,2023,護理人員,K000000000,106,41038,66.5
11,2023,勞安及衛生管理人員(含工業安全管理師),K000000000,90,63436,109.2
12,2023,營養師,K000000000,-,-,-
13,2023,會(審)計師,K000000000,592,90451,171.8
14,2023,風險控管人員,K000000000,5689,71788,130
15,2023,財務及投資規劃分析人員,K000000000,7278,78369,166.6
16,2023,專案管理師(含經營管理顧問),K000000000,1927,72881,126.1
17,2023,稽核人員,K000000000,6969,75484,137.5
18,2023,人力資源管理師,K000000000,2609,67011,142.8
19,2023,廣告及行銷專業人員(含企劃),K000000000,4983,66307,117.8
20,2023,公關專業人員,K000000000,396,69773,121.9
21,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),K000000000,19694,68331,122.2
22,2023,律師,K000000000,159,113908,191.8
23,2023,翻譯人員,K000000000,---,---,---
24,2023,技術員及助理專業人員,K000000000,177685,61984,107.9
25,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),K000000000,-,-,-
26,2023,證券金融交易員及經紀人(含理財專員、承銷人員),K000000000,49354,77784,134.1
27,2023,信用及貸款人員,K000000000,20741,58117,114.8
28,2023,會計人員,K000000000,4407,60849,106.1
29,2023,統計及精算助理專業人員,K000000000,666,56978,114.7
30,2023,財物及損失鑑價人員,K000000000,2699,48457,78
31,2023,保險代理人 (含保險業務員),K000000000,79034,53242,90.2
32,2023,工商業銷售代表(含業務員),K000000000,11221,64740,116.3
33,2023,採購員,K000000000,320,61480,106.5
34,2023,會議及活動規劃人員,K000000000,---,---,---
35,2023,不動產經紀人,K000000000,41,60070,106.9
36,2023,專業秘書,K000000000,2254,72752,136
37,2023,法務人員,K000000000,2802,63119,110.4
38,2023,社會工作助理人員,K000000000,-,-,-
39,2023,職業運動員,K000000000,-,-,-
40,2023,運動、健身及休閒娛樂指導員,K000000000,-,-,-
41,2023,資訊管理及維護技術員,K000000000,4090,56649,102.2
42,2023,事務支援人員,K000000000,108296,51297,89.4
43,2023,總務,K000000000,3067,54626,102.4
44,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),K000000000,21978,51841,91.4
45,2023,銀行、郵局櫃台事務人員,K000000000,41774,50784,85.1
46,2023,收帳、收費人員(含帳款催收),K000000000,3427,56642,96
47,2023,接待員及服務台事務人員(含總機),K000000000,2532,46580,80.5
48,2023,電話及網路客服人員,K000000000,5737,49870,82.7
49,2023,統計調查訪談人員,K000000000,---,---,---
50,2023,會計助理、簿記、出納,K000000000,4530,52227,99.1
51,2023,核保人員,K000000000,4814,49094,82.9
52,2023,統計、財務、證券及保險事務人員,K000000000,18595,51403,94.6
53,2023,存貨事務人員,K000000000,53,64907,117.2
54,2023,人事事務人員,K000000000,1781,54046,96
55,2023,服務及銷售工作人員,K000000000,6605,49365,102.3
56,2023,廚師,K000000000,70,52603,93.2
57,2023,餐飲服務人員(含餐食櫃台工作),K000000000,---,---,---
58,2023,按摩師,K000000000,158,26464,31.5
59,2023,銷售人員,K000000000,-,-,-
60,2023,電話及網路行銷人員,K000000000,5739,48277,103.5
61,2023,建築物管理員、保全及警衛人員,K000000000,581,67223,113
62,2023,技藝、機械設備操作及組裝人員,K000000000,1326,46209,80.3
63,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),K000000000,-,-,-
64,2023,電力、電子、資通訊設備裝修人員(含水電工),K000000000,327,41604,76
65,2023,機車送件駕駛人員,K000000000,-,-,-
66,2023,小客、貨車駕駛人員,K000000000,992,47754,81.8
67,2023,基層技術工及勞力工,K000000000,742,39720,66.4
68,2023,清潔及家事工作人員(含建築清潔工、房務人員),K000000000,---,---,---
69,2023,勞力工(含理貨員、行李搬運工),K000000000,670,39955,66.1
70,2023,廚房幫工(含速食烹調),K000000000,-,-,-
71,2023,主管及監督人員,K641200000,30674,122078,224.5
72,2023,高階主管(總經理及總執行長),K641200000,749,376794,862.1
73,2023,中階主管(經理),K641200000,6725,160006,296.1
74,2023,監督人員(含現場及辦公室主任、科/股長),K641200000,23200,102861,185
75,2023,專業人員,K641200000,17638,74487,126.9
76,2023,統計及精算專業人員,K641200000,60,125028,137.2
77,2023,平面及多媒體設計師,K641200000,-,-,-
78,2023,護理人員,K641200000,---,---,---
79,2023,勞安及衛生管理人員(含工業安全管理師),K641200000,---,---,---
80,2023,營養師,K641200000,-,-,-
81,2023,會(審)計師,K641200000,115,106982,167.4
82,2023,風險控管人員,K641200000,2511,76778,123.5
83,2023,財務及投資規劃分析人員,K641200000,1568,77684,133.8
84,2023,專案管理師(含經營管理顧問),K641200000,768,83706,147.2
85,2023,稽核人員,K641200000,1321,92508,158.1
86,2023,人力資源管理師,K641200000,499,78280,126.2
87,2023,廣告及行銷專業人員(含企劃),K641200000,2865,68355,122.4
88,2023,公關專業人員,K641200000,180,73901,130.6
89,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),K641200000,7638,70108,118.7
90,2023,律師,K641200000,---,---,---
91,2023,翻譯人員,K641200000,---,---,---
92,2023,技術員及助理專業人員,K641200000,43662,65807,127.7
93,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),K641200000,-,-,-
94,2023,證券金融交易員及經紀人(含理財專員、承銷人員),K641200000,14339,71813,162.7
95,2023,信用及貸款人員,K641200000,14168,60092,108.1
96,2023,會計人員,K641200000,893,72186,117.1
