序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
1,2023,主管及監督人員,H000000000,32086,75970,127.6
2,2023,高階主管(總經理及總執行長),H000000000,1454,169802,312.4
3,2023,中階主管(經理),H000000000,8123,92003,165.4
4,2023,監督人員(含現場及辦公室主任、科/股長),H000000000,22509,64123,102.5
5,2023,專業人員,H000000000,8312,66362,125
6,2023,品管、工管及生管工程師,H000000000,---,---,---
7,2023,土木及水利工程師,H000000000,389,62922,99
8,2023,環境工程師,H000000000,---,---,---
9,2023,航空機械工程師,H000000000,187,89793,113.1
10,2023,機械工程師(含造船、輪機、鑄造),H000000000,869,88863,167.7
11,2023,化學工程師,H000000000,---,---,---
12,2023,電機、電子工程師,H000000000,959,61439,122.4
13,2023,電信工程師,H000000000,-,-,-
14,2023,建築工程師(含建築師),H000000000,-,-,-
15,2023,景觀設計師、都市及交通規劃師,H000000000,---,---,---
16,2023,護理人員,H000000000,154,51835,85.5
17,2023,勞安及衛生管理人員(含工業安全管理師),H000000000,433,60685,106
18,2023,會(審)計師,H000000000,-,-,-
19,2023,財務及投資規劃分析人員,H000000000,74,58625,95.1
20,2023,專案管理師(含經營管理顧問),H000000000,425,66772,107.6
21,2023,稽核人員,H000000000,232,70585,130.7
22,2023,人力資源管理師,H000000000,567,61204,108.3
23,2023,廣告及行銷專業人員(含企劃),H000000000,1290,60976,127.5
24,2023,公關專業人員,H000000000,180,64305,115.1
25,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),H000000000,2367,64693,133.3
26,2023,律師,H000000000,---,---,---
27,2023,技術員及助理專業人員,H000000000,23080,88786,119.7
28,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),H000000000,1059,54761,86.2
29,2023,電機、電子技術員,H000000000,1303,49799,76.9
30,2023,航空機械技術員,H000000000,503,60568,90.6
31,2023,機械技術員(含造船、輪機、鑄造),H000000000,1705,58397,90
32,2023,化工技術員,H000000000,---,---,---
33,2023,品管、工管及生管技術員,H000000000,---,---,---
34,2023,環境工程技術員,H000000000,---,---,---
35,2023,焚化爐、水處理及氣(液)體設備操作員,H000000000,383,57022,88.6
36,2023,船舶監管人員(含引水人員),H000000000,613,135870,198.5
37,2023,航空駕駛員,H000000000,3279,315362,353.4
38,2023,飛航管制員,H000000000,-,-,-
39,2023,勞安及衛生技術員,H000000000,275,42734,59.5
40,2023,會計人員,H000000000,978,59892,127.7
41,2023,統計及精算助理專業人員,H000000000,46,59750,93.5
42,2023,工商業銷售代表(含業務員),H000000000,4769,52408,90.5
43,2023,採購員,H000000000,586,54892,86.1
44,2023,報關員(含報驗、船務人員),H000000000,6245,37128,52.6
45,2023,會議及活動規劃人員,H000000000,49,45280,68.2
46,2023,不動產經紀人,H000000000,-,-,-
47,2023,專業秘書,H000000000,202,67077,114.7
48,2023,法務人員,H000000000,229,56445,102.7
49,2023,資訊管理及維護技術員,H000000000,534,47312,68.6
50,2023,廣播及視聽技術員(含放映員),H000000000,-,-,-
51,2023,電信技術員,H000000000,---,---,---
52,2023,事務支援人員,H000000000,83156,42951,69.8
53,2023,總務,H000000000,2582,40934,63.4
54,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),H000000000,24877,37096,56.8
55,2023,銀行、郵局櫃台事務人員,H000000000,-,-,-
56,2023,收帳、收費人員(含帳款催收),H000000000,898,38484,55.4
57,2023,旅遊諮詢人員(含旅行社事務人員),H000000000,2160,55273,92.8
58,2023,接待員及服務台事務人員(含總機),H000000000,470,35743,51.7
59,2023,電話及網路客服人員,H000000000,2882,42216,70.7
60,2023,會計助理、簿記、出納,H000000000,8573,36481,50.9
61,2023,統計、財務、證券及保險事務人員,H000000000,---,---,---
62,2023,存貨事務人員,H000000000,2916,39446,57.3
63,2023,生產及物料規劃事務人員,H000000000,---,---,---
64,2023,運輸事務人員(含稽查、調度、管理、航務),H000000000,19327,45581,79.7
65,2023,人事事務人員,H000000000,1927,40774,57.4
66,2023,郵件處理及投遞人員,H000000000,8223,52041,87.8
