序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
38,2023,資訊管理及維護技術員,R000000000,485,37042,44.1
39,2023,廣播及視聽技術員(含放映員),R000000000,438,40923,49.5
40,2023,事務支援人員,R000000000,12811,31409,40.2
41,2023,總務,R000000000,1066,33108,42.0
42,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),R000000000,3791,32053,41.2
43,2023,收帳、收費人員(含帳款催收),R000000000,---,---,---
44,2023,接待員及服務台事務人員(含總機),R000000000,4600,28924,37.4
45,2023,電話及網路客服人員,R000000000,211,32011,40.9
46,2023,會計助理、簿記、出納,R000000000,2239,34049,42.1
47,2023,存貨事務人員,R000000000,336,33089,44.8
48,2023,人事事務人員,R000000000,177,35123,43.5
49,2023,服務及銷售工作人員,R000000000,17247,32951,39.9
50,2023,導遊、領隊及解說員,R000000000,---,---,---
51,2023,廚師,R000000000,1512,38065,44.6
52,2023,飲料調配及調酒員,R000000000,721,32138,40.9
53,2023,餐飲服務人員(含餐食櫃台工作),R000000000,7457,32128,39.0
54,2023,美髮、美容及造型設計人員,R000000000,---,---,---
55,2023,旅館管家、舍監,R000000000,-,-,-
56,2023,寵物美容師及動物照料工作人員,R000000000,-,-,-
57,2023,按摩師,R000000000,---,---,---
58,2023,銷售人員,R000000000,3230,34970,43.0
59,2023,收銀員及售票員,R000000000,2656,30273,37.1
60,2023,電話及網路行銷人員,R000000000,-,-,-
61,2023,建築物管理員、保全及警衛人員,R000000000,196,33730,40.4
62,2023,救生員,R000000000,1100,32712,38.2
63,2023,技藝、機械設備操作及組裝人員,R000000000,2136,34006,42.3
64,2023,園藝及農牧業生產人員,R000000000,547,33763,43.2
65,2023,營建木作人員,R000000000,---,---,---
66,2023,油漆、噴漆人員(含裱糊工),R000000000,---,---,---
67,2023,車輛維修人員(含自行車、機車、汽車、火車),R000000000,---,---,---
68,2023,產業用機器維修人員,R000000000,457,34932,41.9
69,2023,各種材質手工藝人員,R000000000,-,-,-
70,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),R000000000,---,---,---
71,2023,電力、電子、資通訊設備裝修人員(含水電工),R000000000,531,33329,42.3
72,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),R000000000,-,-,-
73,2023,服飾打樣人員,R000000000,-,-,-
74,2023,消毒及除蟲有關工作人員,R000000000,-,-,-
75,2023,洗滌工、熨燙工,R000000000,---,---,---
76,2023,小客、貨車駕駛人員,R000000000,---,---,---
77,2023,大客、貨車駕駛人員,R000000000,---,---,---
78,2023,推土、吊車、起重機等移運設備操作人員,R000000000,---,---,---
79,2023,船舶艙面水手及有關工作人員,R000000000,-,-,-
80,2023,基層技術工及勞力工,R000000000,13481,28807,35.1
81,2023,清潔及家事工作人員(含建築清潔工、房務人員),R000000000,1658,28741,35.4
82,2023,勞力工(含理貨員、行李搬運工),R000000000,712,29539,36.5
83,2023,廚房幫工(含速食烹調),R000000000,476,28192,33.4
84,2023,停車場管理工,R000000000,-,-,-
85,2023,收票員、引座員、休閒遊樂場所服務員,R000000000,10627,28794,35.0
86,2023,主管及監督人員,R900000000,1937,70434,92.4
87,2023,高階主管(總經理及總執行長),R900000000,---,---,---
88,2023,中階主管(經理),R900000000,566,95016,120.4
89,2023,監督人員(含現場及辦公室主任、科/股長),R900000000,1255,51893,70.7
90,2023,專業人員,R900000000,5868,36513,46.1
91,2023,平面及多媒體設計師,R900000000,---,---,---
92,2023,產品及服裝設計師(含工業設計),R900000000,-,-,-
93,2023,稽核人員,R900000000,-,-,-
94,2023,人力資源管理師,R900000000,---,---,---
95,2023,廣告及行銷專業人員(含企劃),R900000000,2443,36767,47.1
96,2023,公關專業人員,R900000000,-,-,-
97,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),R900000000,-,-,-
98,2023,表演藝術人員(含演員、配音員),R900000000,---,---,---
99,2023,電影、舞台及有關導演與製作人,R900000000,709,48100,60.6
100,2023,其他專業人員,R900000000,-,-,-
101,2023,技術員及助理專業人員,R900000000,4199,34995,43.9
102,2023,電機、電子技術員,R900000000,---,---,---
103,2023,工商業銷售代表(含業務員),R900000000,---,---,---
104,2023,採購員,R900000000,-,-,-
105,2023,會議及活動規劃人員,R900000000,---,---,---
106,2023,專業秘書,R900000000,-,-,-
107,2023,法務人員,R900000000,-,-,-
108,2023,節目助理及舞台相關工作人員,R900000000,2496,32236,40.6
109,2023,資訊管理及維護技術員,R900000000,---,---,---
110,2023,廣播及視聽技術員(含放映員),R900000000,325,41679,50.8
111,2023,事務支援人員,R900000000,3925,32361,41.1
112,2023,總務,R900000000,---,---,---
113,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),R900000000,2206,31744,39.1
114,2023,接待員及服務台事務人員(含總機),R900000000,---,---,---
115,2023,會計助理、簿記、出納,R900000000,---,---,---
116,2023,存貨事務人員,R900000000,-,-,-
117,2023,人事事務人員,R900000000,-,-,-
118,2023,服務及銷售工作人員,R900000000,-,-,-
119,2023,電話及網路行銷人員,R900000000,-,-,-
120,2023,技藝、機械設備操作及組裝人員,R900000000,---,---,---
121,2023,電力、電子、資通訊設備裝修人員(含水電工),R900000000,-,-,-
122,2023,小客、貨車駕駛人員,R900000000,-,-,-
123,2023,主管及監督人員,R930000000,8447,61746,79.4
124,2023,高階主管(總經理及總執行長),R930000000,577,128262,165.7
125,2023,中階主管(經理),R930000000,2886,77017,101.1
126,2023,監督人員(含現場及辦公室主任、科/股長),R930000000,4984,45203,57.3
127,2023,專業人員,R930000000,1750,41168,57.9
128,2023,電機、電子工程師,R930000000,---,---,---
129,2023,室內設計師,R930000000,-,-,-
130,2023,平面及多媒體設計師,R930000000,---,---,---
131,2023,護理人員,R930000000,---,---,---
132,2023,獸醫師,R930000000,---,---,---
133,2023,勞安及衛生管理人員(含工業安全管理師),R930000000,---,---,---
134,2023,營養師,R930000000,-,-,-
135,2023,風險控管人員,R930000000,---,---,---
136,2023,財務及投資規劃分析人員,R930000000,---,---,---
137,2023,專案管理師(含經營管理顧問),R930000000,---,---,---
138,2023,稽核人員,R930000000,---,---,---
139,2023,人力資源管理師,R930000000,---,---,---
140,2023,廣告及行銷專業人員(含企劃),R930000000,816,38658,55.0
141,2023,公關專業人員,R930000000,---,---,---
142,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),R930000000,163,50940,77.5
143,2023,表演藝術人員(含演員、配音員),R930000000,193,34449,41.9
144,2023,電影、舞台及有關導演與製作人,R930000000,-,-,-
145,2023,技術員及助理專業人員,R930000000,8934,45829,61.0
146,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),R930000000,---,---,---
147,2023,電機、電子技術員,R930000000,354,42918,52.8
148,2023,環境工程技術員,R930000000,---,---,---
149,2023,會計人員,R930000000,-,-,-
150,2023,工商業銷售代表(含業務員),R930000000,408,47407,70.0
151,2023,採購員,R930000000,98,36791,47.6
152,2023,專業秘書,R930000000,---,---,---
153,2023,法務人員,R930000000,---,---,---
154,2023,職業運動員,R930000000,255,132241,147.3
155,2023,運動、健身及休閒娛樂指導員,R930000000,7202,43694,60.0
156,2023,節目助理及舞台相關工作人員,R930000000,---,---,---
157,2023,資訊管理及維護技術員,R930000000,298,34206,42.5
158,2023,廣播及視聽技術員(含放映員),R930000000,113,38749,46.5
159,2023,事務支援人員,R930000000,8886,30988,39.8
160,2023,總務,R930000000,513,32983,39.4
161,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),R930000000,1585,32484,43.2
162,2023,收帳、收費人員(含帳款催收),R930000000,---,---,---
163,2023,接待員及服務台事務人員(含總機),R930000000,4543,28908,37.4
164,2023,電話及網路客服人員,R930000000,211,32011,40.9
165,2023,會計助理、簿記、出納,R930000000,1247,34398,42.0
166,2023,存貨事務人員,R930000000,227,34572,44.8
167,2023,人事事務人員,R930000000,169,35110,43.5
168,2023,服務及銷售工作人員,R930000000,17167,32953,39.9
169,2023,導遊、領隊及解說員,R930000000,---,---,---
170,2023,廚師,R930000000,1512,38065,44.6
171,2023,飲料調配及調酒員,R930000000,721,32138,40.9
172,2023,餐飲服務人員(含餐食櫃台工作),R930000000,7457,32128,39.0
173,2023,美髮、美容及造型設計人員,R930000000,---,---,---
174,2023,旅館管家、舍監,R930000000,-,-,-
175,2023,寵物美容師及動物照料工作人員,R930000000,-,-,-
176,2023,按摩師,R930000000,---,---,---
177,2023,銷售人員,R930000000,3230,34970,43.0
178,2023,收銀員及售票員,R930000000,2656,30273,37.1
179,2023,建築物管理員、保全及警衛人員,R930000000,196,33730,40.4
180,2023,救生員,R930000000,1100,32712,38.2
181,2023,技藝、機械設備操作及組裝人員,R930000000,1869,34124,42.6
182,2023,園藝及農牧業生產人員,R930000000,547,33763,43.2
183,2023,營建木作人員,R930000000,---,---,---
184,2023,油漆、噴漆人員(含裱糊工),R930000000,---,---,---
185,2023,車輛維修人員(含自行車、機車、汽車、火車),R930000000,---,---,---
186,2023,產業用機器維修人員,R930000000,457,34932,41.9
187,2023,各種材質手工藝人員,R930000000,-,-,-
188,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),R930000000,---,---,---
189,2023,電力、電子、資通訊設備裝修人員(含水電工),R930000000,409,34799,44.9
190,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),R930000000,-,-,-
191,2023,服飾打樣人員,R930000000,-,-,-
192,2023,消毒及除蟲有關工作人員,R930000000,-,-,-
193,2023,洗滌工、熨燙工,R930000000,---,---,---
194,2023,小客、貨車駕駛人員,R930000000,---,---,---
195,2023,大客、貨車駕駛人員,R930000000,---,---,---
196,2023,推土、吊車、起重機等移運設備操作人員,R930000000,---,---,---
197,2023,船舶艙面水手及有關工作人員,R930000000,-,-,-
198,2023,基層技術工及勞力工,R930000000,13481,28807,35.1
199,2023,清潔及家事工作人員(含建築清潔工、房務人員),R930000000,1658,28741,35.4
200,2023,勞力工(含理貨員、行李搬運工),R930000000,712,29539,36.5
201,2023,廚房幫工(含速食烹調),R930000000,476,28192,33.4
202,2023,停車場管理工,R930000000,-,-,-
203,2023,收票員、引座員、休閒遊樂場所服務員,R930000000,10627,28794,35.0
