序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
1,2023,主管及監督人員,G000000000,283035,74376,113.7
2,2023,高階主管(總經理及總執行長),G000000000,33717,138281,222.6
3,2023,中階主管(經理),G000000000,77472,89467,134.6
4,2023,監督人員(含現場及辦公室主任、科/股長),G000000000,171846,55034,80.4
5,2023,專業人員,G000000000,83336,57026,81.5
6,2023,統計及精算專業人員,G000000000,70,57545,85.5
7,2023,農、林、漁、牧業專業人員,G000000000,206,45816,77.2
8,2023,品管、工管及生管工程師,G000000000,597,62737,90.2
9,2023,土木及水利工程師,G000000000,---,---,---
10,2023,環境工程師,G000000000,137,58345,80
11,2023,冷凍空調工程師,G000000000,-,-,-
12,2023,機械工程師(含造船、輪機、鑄造),G000000000,5136,55312,80
13,2023,食品工程師,G000000000,-,-,-
14,2023,化學工程師,G000000000,2367,53323,69.7
15,2023,醫療器材、醫學工程師,G000000000,605,69182,109.5
16,2023,生物科學工程師,G000000000,-,-,-
17,2023,光學工程師,G000000000,---,---,---
18,2023,電機、電子工程師,G000000000,12661,65319,93.5
19,2023,建築工程師(含建築師),G000000000,---,---,---
20,2023,景觀設計師、都市及交通規劃師,G000000000,-,-,-
21,2023,室內設計師,G000000000,151,53304,73.3
22,2023,平面及多媒體設計師,G000000000,6427,41107,54.6
23,2023,產品及服裝設計師(含工業設計),G000000000,3840,46093,65.1
24,2023,護理人員,G000000000,175,41453,57.9
25,2023,藥事人員(含藥師),G000000000,5454,55610,71.2
26,2023,勞安及衛生管理人員(含工業安全管理師),G000000000,384,58968,90.4
27,2023,營養師,G000000000,---,---,---
28,2023,會(審)計師,G000000000,154,68243,89.5
29,2023,風險控管人員,G000000000,-,-,-
30,2023,財務及投資規劃分析人員,G000000000,606,77499,112.2
31,2023,專案管理師(含經營管理顧問),G000000000,6114,66006,94.1
32,2023,稽核人員,G000000000,338,61963,94.5
33,2023,人力資源管理師,G000000000,2117,59574,87.9
34,2023,廣告及行銷專業人員(含企劃),G000000000,22627,51968,73.5
35,2023,公關專業人員,G000000000,300,62770,84.4
36,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),G000000000,11771,64566,95.4
37,2023,律師,G000000000,111,96223,149.5
38,2023,專利工程師及公證人,G000000000,151,68637,110.4
39,2023,編輯、作家及有關撰稿人員,G000000000,---,---,---
40,2023,翻譯人員,G000000000,-,-,-
41,2023,表演藝術人員(含演員、配音員),G000000000,---,---,---
42,2023,電影、舞台及有關導演與製作人,G000000000,213,54132,82.4
43,2023,廣播、電視及其他媒體播報員,G000000000,-,-,-
44,2023,技術員及助理專業人員,G000000000,298509,45063,64.2
45,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),G000000000,114,41634,64.4
46,2023,電機、電子技術員,G000000000,13328,42997,54.7
47,2023,冷凍空調技術員,G000000000,-,-,-
48,2023,機械技術員(含造船、輪機、鑄造),G000000000,6780,38293,51.8
49,2023,食品技術員,G000000000,3862,35908,47.1
50,2023,化工技術員,G000000000,1945,38675,71.7
51,2023,品管、工管及生管技術員,G000000000,7453,42015,59.4
52,2023,製圖員,G000000000,---,---,---
53,2023,環境工程技術員,G000000000,238,42774,59.5
54,2023,焚化爐、水處理及氣(液)體設備操作員,G000000000,-,-,-
55,2023,石油及天然氣精煉設備操作員,G000000000,246,45103,77.3
56,2023,生命科學技術員,G000000000,-,-,-
57,2023,農業技術及農業推廣人員,G000000000,504,53096,84.7
58,2023,船舶監管人員(含引水人員),G000000000,-,-,-
59,2023,配鏡、驗光技術員,G000000000,---,---,---
60,2023,勞安及衛生技術員,G000000000,176,45354,73.5
61,2023,其他醫療保健助理專業人員,G000000000,---,---,---
62,2023,會計人員,G000000000,2847,52832,76.4
63,2023,統計及精算助理專業人員,G000000000,---,---,---
64,2023,工商業銷售代表(含業務員),G000000000,212025,45785,66.1
65,2023,採購員,G000000000,24934,44015,59.9
66,2023,報關員(含報驗、船務人員),G000000000,711,46368,81.6
67,2023,會議及活動規劃人員,G000000000,---,---,---
68,2023,拍賣員(不含電子購物、郵購),G000000000,-,-,-
69,2023,專業秘書,G000000000,6621,49280,69.9
70,2023,法務人員,G000000000,529,60465,94.3
71,2023,攝影師、攝影記者,G000000000,96,43994,61.1
72,2023,節目助理及舞台相關工作人員,G000000000,145,40130,55
73,2023,資訊管理及維護技術員,G000000000,11233,45942,63.7
74,2023,廣播及視聽技術員(含放映員),G000000000,-,-,-
75,2023,事務支援人員,G000000000,352049,37051,49.3
76,2023,總務,G000000000,23729,36616,48.2
77,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),G000000000,106577,37299,51.2
78,2023,收帳、收費人員(含帳款催收),G000000000,421,40799,51.5
79,2023,接待員及服務台事務人員(含總機),G000000000,10302,38158,50.5
80,2023,電話及網路客服人員,G000000000,8664,37114,49.1
81,2023,統計調查訪談人員,G000000000,221,41426,57.5
82,2023,會計助理、簿記、出納,G000000000,143402,36690,48.1
83,2023,統計、財務、證券及保險事務人員,G000000000,-,-,-
84,2023,存貨事務人員,G000000000,40359,36019,46.9
85,2023,生產及物料規劃事務人員,G000000000,9680,41815,57.4
86,2023,運輸事務人員(含稽查、調度、管理、航務),G000000000,-,-,-
87,2023,人事事務人員,G000000000,8534,38823,50.7
88,2023,服務及銷售工作人員,G000000000,318985,34947,48.2
89,2023,導遊、領隊及解說員,G000000000,---,---,---
90,2023,廚師,G000000000,1490,36391,52.5
91,2023,飲料調配及調酒員,G000000000,-,-,-
92,2023,餐飲服務人員(含餐食櫃台工作),G000000000,4778,32459,41.5
93,2023,美髮、美容及造型設計人員,G000000000,2221,34484,43.6
94,2023,旅館管家、舍監,G000000000,-,-,-
95,2023,寵物美容師及動物照料工作人員,G000000000,---,---,---
96,2023,按摩師,G000000000,---,---,---
97,2023,銷售人員,G000000000,247943,34978,48.6
98,2023,收銀員及售票員,G000000000,34695,34252,43.1
99,2023,電話及網路行銷人員,G000000000,6335,38636,64.6
100,2023,加油站服務員,G000000000,19710,35016,49.7
101,2023,建築物管理員、保全及警衛人員,G000000000,1723,36825,49.9
102,2023,技藝、機械設備操作及組裝人員,G000000000,175758,37431,50
103,2023,園藝及農牧業生產人員,G000000000,3667,29323,35.2
104,2023,砌石、裁石及石雕人員,G000000000,-,-,-
105,2023,營建木作人員,G000000000,-,-,-
106,2023,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),G000000000,-,-,-
107,2023,管道裝設人員(含檢修),G000000000,955,42228,65.1
108,2023,空調及冷凍機械裝修人員,G000000000,2735,39894,56.6
109,2023,油漆、噴漆人員(含裱糊工),G000000000,-,-,-
110,2023,板金人員,G000000000,-,-,-
111,2023,金屬工具機設定及操作人員,G000000000,4020,32750,44
112,2023,車輛維修人員(含自行車、機車、汽車、火車),G000000000,21869,43713,64.8
113,2023,產業用機器維修人員,G000000000,7463,49647,69.4
114,2023,精密儀器製造及修理人員,G000000000,3334,44347,57
115,2023,樂器製造及調音人員,G000000000,-,-,-
116,2023,各種材質手工藝人員,G000000000,-,-,-
117,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),G000000000,628,31820,46.2
118,2023,電力、電子、資通訊設備裝修人員(含水電工),G000000000,21209,33884,46.4
119,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),G000000000,18080,33665,43.4
120,2023,產品分級及檢查人員,G000000000,4334,31807,40
121,2023,木材處理、家具木工及有關工作人員,G000000000,3769,32059,40.7
122,2023,服飾打樣人員,G000000000,1695,42420,59
123,2023,製鞋及有關工作人員,G000000000,39,30762,39.5
124,2023,生產機械設備操作人員、剪裁或裁縫人員,G000000000,5624,34429,45.4
125,2023,組裝(現場)人員,G000000000,3457,28397,37
126,2023,機車送件駕駛人員,G000000000,---,---,---
127,2023,小客、貨車駕駛人員,G000000000,51928,36935,47.3
128,2023,大客、貨車駕駛人員,G000000000,12627,42299,54.4
129,2023,推土、吊車、起重機等移運設備操作人員,G000000000,3785,39723,58.2
130,2023,基層技術工及勞力工,G000000000,80625,32855,42.8
131,2023,清潔及家事工作人員(含建築清潔工、房務人員),G000000000,3527,31986,40.7
132,2023,勞力工(含理貨員、行李搬運工),G000000000,72951,33135,43.3
133,2023,廢棄物收集工及回收資源分類工,G000000000,---,---,---
134,2023,廚房幫工(含速食烹調),G000000000,---,---,---
135,2023,停車場管理工,G000000000,-,-,-
136,2023,收票員、引座員、休閒遊樂場所服務員,G000000000,-,-,-
137,2023,主管及監督人員,G450000000,193136,80111,123.8
138,2023,高階主管(總經理及總執行長),G450000000,30354,138562,226.6
139,2023,中階主管(經理),G450000000,60029,93338,142.3
140,2023,監督人員(含現場及辦公室主任、科/股長),G450000000,102753,55117,81.4
141,2023,專業人員,G450000000,63354,58818,85
142,2023,統計及精算專業人員,G450000000,---,---,---
143,2023,農、林、漁、牧業專業人員,G450000000,206,45816,77.2
144,2023,品管、工管及生管工程師,G450000000,481,62252,92.8
145,2023,土木及水利工程師,G450000000,-,-,-
146,2023,環境工程師,G450000000,-,-,-
147,2023,冷凍空調工程師,G450000000,-,-,-
148,2023,機械工程師(含造船、輪機、鑄造),G450000000,5057,55224,80
149,2023,食品工程師,G450000000,-,-,-
150,2023,化學工程師,G450000000,---,---,---
151,2023,醫療器材、醫學工程師,G450000000,605,69182,109.5
152,2023,生物科學工程師,G450000000,-,-,-
153,2023,光學工程師,G450000000,---,---,---
154,2023,電機、電子工程師,G450000000,12084,66483,95.6
155,2023,室內設計師,G450000000,---,---,---
156,2023,平面及多媒體設計師,G450000000,4211,39957,53
157,2023,產品及服裝設計師(含工業設計),G450000000,2987,45488,64.4
158,2023,護理人員,G450000000,---,---,---
159,2023,藥事人員(含藥師),G450000000,930,67872,94.3
160,2023,勞安及衛生管理人員(含工業安全管理師),G450000000,---,---,---
161,2023,會(審)計師,G450000000,---,---,---
162,2023,財務及投資規劃分析人員,G450000000,400,84200,126
163,2023,專案管理師(含經營管理顧問),G450000000,4514,66137,94.6
164,2023,稽核人員,G450000000,---,---,---
165,2023,人力資源管理師,G450000000,1127,62758,96.6
166,2023,廣告及行銷專業人員(含企劃),G450000000,17334,53948,76.8
167,2023,公關專業人員,G450000000,---,---,---
168,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),G450000000,9501,66591,98
169,2023,律師,G450000000,---,---,---
170,2023,專利工程師及公證人,G450000000,151,68637,110.4
171,2023,編輯、作家及有關撰稿人員,G450000000,---,---,---
172,2023,翻譯人員,G450000000,-,-,-
173,2023,技術員及助理專業人員,G450000000,256569,44990,63.2
174,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),G450000000,-,-,-
175,2023,電機、電子技術員,G450000000,10485,43623,55.4
176,2023,冷凍空調技術員,G450000000,-,-,-
177,2023,機械技術員(含造船、輪機、鑄造),G450000000,6441,38518,52.2
178,2023,食品技術員,G450000000,1625,39306,54.6
179,2023,化工技術員,G450000000,1943,38661,71.7
180,2023,品管、工管及生管技術員,G450000000,6647,42333,58.3
181,2023,製圖員,G450000000,---,---,---
182,2023,環境工程技術員,G450000000,---,---,---
183,2023,生命科學技術員,G450000000,-,-,-
184,2023,農業技術及農業推廣人員,G450000000,504,53096,84.7
185,2023,勞安及衛生技術員,G450000000,---,---,---
186,2023,會計人員,G450000000,2222,53553,79.4
187,2023,統計及精算助理專業人員,G450000000,---,---,---
188,2023,工商業銷售代表(含業務員),G450000000,190075,45314,64
189,2023,採購員,G450000000,20842,43155,58.9
190,2023,報關員(含報驗、船務人員),G450000000,689,46463,82.4
191,2023,會議及活動規劃人員,G450000000,---,---,---
192,2023,拍賣員(不含電子購物、郵購),G450000000,-,-,-
193,2023,專業秘書,G450000000,5495,49929,70.9
194,2023,法務人員,G450000000,313,66242,104.6
195,2023,攝影師、攝影記者,G450000000,---,---,---
196,2023,資訊管理及維護技術員,G450000000,8067,47061,63.8
197,2023,事務支援人員,G450000000,290446,37144,49.5
198,2023,總務,G450000000,19022,36537,48.7
199,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),G450000000,86750,37351,51.3
200,2023,收帳、收費人員(含帳款催收),G450000000,421,40799,51.5
201,2023,接待員及服務台事務人員(含總機),G450000000,3667,32004,41.5
202,2023,電話及網路客服人員,G450000000,5814,36788,49.3
203,2023,統計調查訪談人員,G450000000,---,---,---
204,2023,會計助理、簿記、出納,G450000000,125398,37034,48.5
205,2023,統計、財務、證券及保險事務人員,G450000000,-,-,-
206,2023,存貨事務人員,G450000000,33702,36462,47.6
207,2023,生產及物料規劃事務人員,G450000000,9264,42087,57.6
208,2023,人事事務人員,G450000000,6316,37829,49.1
209,2023,服務及銷售工作人員,G450000000,41253,34443,48.8
210,2023,廚師,G450000000,235,41430,56.5
211,2023,飲料調配及調酒員,G450000000,-,-,-
212,2023,美髮、美容及造型設計人員,G450000000,-,-,-
213,2023,按摩師,G450000000,---,---,---
214,2023,銷售人員,G450000000,34280,34679,49.1
215,2023,收銀員及售票員,G450000000,-,-,-
216,2023,電話及網路行銷人員,G450000000,3272,35146,56.1
217,2023,建築物管理員、保全及警衛人員,G450000000,676,34907,45.7
218,2023,技藝、機械設備操作及組裝人員,G450000000,119606,36698,48.1
219,2023,園藝及農牧業生產人員,G450000000,3667,29323,35.2
220,2023,砌石、裁石及石雕人員,G450000000,-,-,-
221,2023,管道裝設人員(含檢修),G450000000,---,---,---
222,2023,空調及冷凍機械裝修人員,G450000000,743,46893,88.3
223,2023,金屬工具機設定及操作人員,G450000000,4020,32750,44
224,2023,車輛維修人員(含自行車、機車、汽車、火車),G450000000,2499,34315,47.7
225,2023,產業用機器維修人員,G450000000,7118,49256,68.3
226,2023,精密儀器製造及修理人員,G450000000,3334,44347,57
227,2023,各種材質手工藝人員,G450000000,-,-,-
228,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),G450000000,---,---,---
229,2023,電力、電子、資通訊設備裝修人員(含水電工),G450000000,17305,33191,45.5
230,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),G450000000,4711,28958,37.2
231,2023,產品分級及檢查人員,G450000000,4206,31939,40.1
232,2023,木材處理、家具木工及有關工作人員,G450000000,3183,30288,37.4
233,2023,服飾打樣人員,G450000000,---,---,---
234,2023,製鞋及有關工作人員,G450000000,39,30762,39.5
235,2023,生產機械設備操作人員、剪裁或裁縫人員,G450000000,5624,34429,45.4
236,2023,組裝(現場)人員,G450000000,3457,28397,37
237,2023,機車送件駕駛人員,G450000000,-,-,-
238,2023,小客、貨車駕駛人員,G450000000,40561,37468,48
239,2023,大客、貨車駕駛人員,G450000000,11394,42789,54.4
240,2023,推土、吊車、起重機等移運設備操作人員,G450000000,3539,38596,56.9
241,2023,基層技術工及勞力工,G450000000,57657,32362,42.2
242,2023,清潔及家事工作人員(含建築清潔工、房務人員),G450000000,---,---,---
243,2023,勞力工(含理貨員、行李搬運工),G450000000,52148,32692,42.9
244,2023,廢棄物收集工及回收資源分類工,G450000000,---,---,---
245,2023,廚房幫工(含速食烹調),G450000000,---,---,---
246,2023,主管及監督人員,G470000000,89899,62055,89
247,2023,高階主管(總經理及總執行長),G470000000,3363,135746,186.7
248,2023,中階主管(經理),G470000000,17443,76147,106.2
249,2023,監督人員(含現場及辦公室主任、科/股長),G470000000,69093,54910,78.7
250,2023,專業人員,G470000000,19982,51344,69.4
251,2023,統計及精算專業人員,G470000000,---,---,---
252,2023,品管、工管及生管工程師,G470000000,116,64746,81.1
253,2023,土木及水利工程師,G470000000,---,---,---
254,2023,環境工程師,G470000000,100,61212,79.9
255,2023,機械工程師(含造船、輪機、鑄造),G470000000,79,60951,77.8
256,2023,化學工程師,G470000000,---,---,---
257,2023,電機、電子工程師,G470000000,---,---,---
258,2023,建築工程師(含建築師),G470000000,---,---,---
259,2023,景觀設計師、都市及交通規劃師,G470000000,-,-,-
260,2023,室內設計師,G470000000,143,53541,72.9
261,2023,平面及多媒體設計師,G470000000,2216,43292,57.4
262,2023,產品及服裝設計師(含工業設計),G470000000,853,48212,67.1
263,2023,護理人員,G470000000,120,40146,55.7
264,2023,藥事人員(含藥師),G470000000,4524,53089,66.9
265,2023,勞安及衛生管理人員(含工業安全管理師),G470000000,188,56430,75.8
266,2023,營養師,G470000000,---,---,---
267,2023,會(審)計師,G470000000,56,68047,86.5
268,2023,風險控管人員,G470000000,-,-,-
269,2023,財務及投資規劃分析人員,G470000000,206,64488,91
270,2023,專案管理師(含經營管理顧問),G470000000,1600,65637,92.9
271,2023,稽核人員,G470000000,61,65776,101.3
272,2023,人力資源管理師,G470000000,990,55948,78.1
273,2023,廣告及行銷專業人員(含企劃),G470000000,5293,45484,61
274,2023,公關專業人員,G470000000,130,52058,72.4
275,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),G470000000,2270,56094,81.6
276,2023,律師,G470000000,---,---,---
277,2023,表演藝術人員(含演員、配音員),G470000000,---,---,---
278,2023,電影、舞台及有關導演與製作人,G470000000,213,54132,82.4
279,2023,廣播、電視及其他媒體播報員,G470000000,-,-,-
280,2023,技術員及助理專業人員,G470000000,41940,45511,70.5
281,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),G470000000,---,---,---
282,2023,電機、電子技術員,G470000000,2843,40689,52.2
283,2023,機械技術員(含造船、輪機、鑄造),G470000000,---,---,---
284,2023,食品技術員,G470000000,2237,33440,40.8
285,2023,化工技術員,G470000000,-,-,-
286,2023,品管、工管及生管技術員,G470000000,806,39397,67.7
287,2023,製圖員,G470000000,-,-,-
288,2023,環境工程技術員,G470000000,---,---,---
289,2023,焚化爐、水處理及氣(液)體設備操作員,G470000000,-,-,-
290,2023,石油及天然氣精煉設備操作員,G470000000,246,45103,77.3
291,2023,船舶監管人員(含引水人員),G470000000,-,-,-
292,2023,配鏡、驗光技術員,G470000000,---,---,---
293,2023,勞安及衛生技術員,G470000000,---,---,---
294,2023,其他醫療保健助理專業人員,G470000000,---,---,---
295,2023,會計人員,G470000000,625,50271,66.4
296,2023,統計及精算助理專業人員,G470000000,---,---,---
297,2023,工商業銷售代表(含業務員),G470000000,21950,49864,85.3
298,2023,採購員,G470000000,4092,48397,64.3
299,2023,報關員(含報驗、船務人員),G470000000,---,---,---
300,2023,會議及活動規劃人員,G470000000,---,---,---
301,2023,專業秘書,G470000000,1126,46114,65.2
302,2023,法務人員,G470000000,216,52094,79.1
303,2023,攝影師、攝影記者,G470000000,69,44760,61.8
304,2023,節目助理及舞台相關工作人員,G470000000,145,40130,55
305,2023,資訊管理及維護技術員,G470000000,3166,43090,63.6
306,2023,廣播及視聽技術員(含放映員),G470000000,-,-,-
307,2023,事務支援人員,G470000000,61603,36614,48.4
308,2023,總務,G470000000,4707,36935,45.9
309,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),G470000000,19827,37072,50.5
310,2023,接待員及服務台事務人員(含總機),G470000000,6635,41560,55.2
311,2023,電話及網路客服人員,G470000000,2850,37779,48.7
312,2023,統計調查訪談人員,G470000000,135,48184,77.9
313,2023,會計助理、簿記、出納,G470000000,18004,34293,45.3
314,2023,存貨事務人員,G470000000,6657,33772,43.4
315,2023,生產及物料規劃事務人員,G470000000,416,35762,49.9
316,2023,運輸事務人員(含稽查、調度、管理、航務),G470000000,-,-,-
317,2023,人事事務人員,G470000000,2218,41655,57.1
318,2023,服務及銷售工作人員,G470000000,277732,35022,48.1
319,2023,導遊、領隊及解說員,G470000000,---,---,---
320,2023,廚師,G470000000,1255,35448,50.7
321,2023,餐飲服務人員(含餐食櫃台工作),G470000000,4778,32459,41.5
322,2023,美髮、美容及造型設計人員,G470000000,698,37722,49
323,2023,旅館管家、舍監,G470000000,-,-,-
324,2023,寵物美容師及動物照料工作人員,G470000000,---,---,---
325,2023,按摩師,G470000000,---,---,---
326,2023,銷售人員,G470000000,213663,35026,48.5
327,2023,收銀員及售票員,G470000000,33491,34534,43.5
328,2023,電話及網路行銷人員,G470000000,3063,42364,74.1
329,2023,加油站服務員,G470000000,19710,35016,49.7
330,2023,建築物管理員、保全及警衛人員,G470000000,1047,38063,53
331,2023,技藝、機械設備操作及組裝人員,G470000000,56152,38991,53.8
332,2023,營建木作人員,G470000000,-,-,-
333,2023,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),G470000000,-,-,-
334,2023,管道裝設人員(含檢修),G470000000,279,59644,94.4
335,2023,空調及冷凍機械裝修人員,G470000000,---,---,---
336,2023,油漆、噴漆人員(含裱糊工),G470000000,-,-,-
337,2023,板金人員,G470000000,-,-,-
338,2023,車輛維修人員(含自行車、機車、汽車、火車),G470000000,19370,44925,66.6
339,2023,產業用機器維修人員,G470000000,345,57707,90.9
340,2023,樂器製造及調音人員,G470000000,-,-,-
341,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),G470000000,226,34252,51.4
342,2023,電力、電子、資通訊設備裝修人員(含水電工),G470000000,3904,36952,49.9
343,2023,食品製造及處理人員(含酒類、飲料、製糖、菸葉),G470000000,13369,35324,45.6
344,2023,產品分級及檢查人員,G470000000,---,---,---
345,2023,木材處理、家具木工及有關工作人員,G470000000,586,41679,64.2
346,2023,服飾打樣人員,G470000000,---,---,---
347,2023,機車送件駕駛人員,G470000000,-,-,-
348,2023,小客、貨車駕駛人員,G470000000,11367,35035,45
349,2023,大客、貨車駕駛人員,G470000000,1233,37774,55.4
350,2023,推土、吊車、起重機等移運設備操作人員,G470000000,246,55944,73.6
351,2023,基層技術工及勞力工,G470000000,22968,34095,44.4
352,2023,清潔及家事工作人員(含建築清潔工、房務人員),G470000000,1338,36216,47
353,2023,勞力工(含理貨員、行李搬運工),G470000000,20803,34246,44.5
354,2023,廚房幫工(含速食烹調),G470000000,-,-,-
355,2023,停車場管理工,G470000000,-,-,-
356,2023,收票員、引座員、休閒遊樂場所服務員,G470000000,-,-,-
