序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
1,2023,主管及監督人員,D000000000,6077,96764,164.9
2,2023,高階主管(總經理及總執行長),D000000000,449,146481,265.9
3,2023,中階主管(經理),D000000000,1426,109267,184.6
4,2023,監督人員(含現場及辦公室主任、科/股長),D000000000,4202,87209,147.5
5,2023,專業人員,D000000000,8891,61838,105.7
6,2023,品管、工管及生管工程師,D000000000,906,65035,108.6
7,2023,土木及水利工程師,D000000000,522,56338,94.8
8,2023,環境工程師,D000000000,---,---,---
9,2023,機械工程師(含造船、輪機、鑄造),D000000000,1669,60578,106.5
10,2023,化學工程師,D000000000,263,63287,108
11,2023,電機、電子工程師,D000000000,4481,61898,105.5
12,2023,測量師及製圖師,D000000000,-,-,-
13,2023,護理人員,D000000000,53,51594,86
14,2023,勞安及衛生管理人員(含工業安全管理師),D000000000,153,65554,108.9
15,2023,會(審)計師,D000000000,---,---,---
16,2023,財務及投資規劃分析人員,D000000000,---,---,---
17,2023,專案管理師(含經營管理顧問),D000000000,---,---,---
18,2023,稽核人員,D000000000,41,86332,148.8
19,2023,人力資源管理師,D000000000,---,---,---
20,2023,廣告及行銷專業人員(含企劃),D000000000,189,70603,114.9
21,2023,公關專業人員,D000000000,102,63241,106.8
22,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),D000000000,313,56548,101.2
23,2023,翻譯人員,D000000000,-,-,-
24,2023,技術員及助理專業人員,D000000000,3490,52612,94
25,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),D000000000,276,44215,79.8
26,2023,電機、電子技術員,D000000000,191,50317,91
27,2023,機械技術員(含造船、輪機、鑄造),D000000000,201,49854,86.5
28,2023,化工技術員,D000000000,---,---,---
29,2023,品管、工管及生管技術員,D000000000,190,43430,76.2
30,2023,製圖員,D000000000,90,43850,88.5
31,2023,環境工程技術員,D000000000,---,---,---
32,2023,發電設備操作員,D000000000,922,61626,109.1
33,2023,焚化爐、水處理及氣(液)體設備操作員,D000000000,664,48712,90.5
34,2023,石油及天然氣精煉設備操作員,D000000000,372,55553,101.8
35,2023,勞安及衛生技術員,D000000000,68,47003,74.2
36,2023,會計人員,D000000000,37,62300,113.1
37,2023,工商業銷售代表(含業務員),D000000000,125,45555,80.6
38,2023,採購員,D000000000,71,47079,69.1
39,2023,專業秘書,D000000000,---,---,---
40,2023,法務人員,D000000000,---,---,---
41,2023,資訊管理及維護技術員,D000000000,140,53492,91.1
42,2023,事務支援人員,D000000000,5308,52585,87.1
43,2023,總務,D000000000,764,53766,91.1
44,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),D000000000,2117,52350,86
45,2023,收帳、收費人員(含帳款催收),D000000000,167,43281,78.4
46,2023,接待員及服務台事務人員(含總機),D000000000,93,35568,66.6
47,2023,電話及網路客服人員,D000000000,47,50674,86
48,2023,會計助理、簿記、出納,D000000000,917,50807,83.6
49,2023,存貨事務人員,D000000000,653,57988,95.6
50,2023,生產及物料規劃事務人員,D000000000,54,42117,65.3
51,2023,運輸事務人員(含稽查、調度、管理、航務),D000000000,-,-,-
52,2023,人事事務人員,D000000000,469,55614,90
53,2023,服務及銷售工作人員,D000000000,---,---,---
54,2023,銷售人員,D000000000,---,---,---
55,2023,建築物管理員、保全及警衛人員,D000000000,---,---,---
56,2023,技藝、機械設備操作及組裝人員,D000000000,11905,57152,97.8
57,2023,鋼筋彎紮、模板及混凝土有關工作人員,D000000000,113,48403,79.3
58,2023,管道裝設人員(含檢修),D000000000,558,42017,75.8
59,2023,焊接及切割人員(含電焊工、氣焊工),D000000000,-,-,-
60,2023,電力、電子、資通訊設備裝修人員(含水電工),D000000000,10228,58781,101
61,2023,生產機械設備操作人員、剪裁或裁縫人員,D000000000,394,54104,97.5
62,2023,小客、貨車駕駛人員,D000000000,234,47241,70.1
63,2023,大客、貨車駕駛人員,D000000000,177,41295,52.7
64,2023,推土、吊車、起重機等移運設備操作人員,D000000000,143,52908,90.5
65,2023,船舶艙面水手及有關工作人員,D000000000,-,-,-
66,2023,基層技術工及勞力工,D000000000,252,33489,55.1
67,2023,清潔及家事工作人員(含建築清潔工、房務人員),D000000000,---,---,---
68,2023,勞力工(含理貨員、行李搬運工),D000000000,---,---,---
69,2023,抄表員及自動販賣機收款員,D000000000,133,36795,61.3
70,2023,主管及監督人員,D351000000,5307,98624,167.3
71,2023,高階主管(總經理及總執行長),D351000000,359,143654,259.7
72,2023,中階主管(經理),D351000000,1199,112977,190.4
73,2023,監督人員(含現場及辦公室主任、科/股長),D351000000,3749,89721,150.8
74,2023,專業人員,D351000000,8260,62117,105.7
75,2023,品管、工管及生管工程師,D351000000,823,65925,108.9
76,2023,土木及水利工程師,D351000000,414,56227,92.8
77,2023,環境工程師,D351000000,---,---,---
78,2023,機械工程師(含造船、輪機、鑄造),D351000000,1625,60546,106.1
79,2023,化學工程師,D351000000,248,63190,107.4
80,2023,電機、電子工程師,D351000000,4340,62064,105.7
81,2023,測量師及製圖師,D351000000,-,-,-
82,2023,護理人員,D351000000,51,50136,83.6
83,2023,勞安及衛生管理人員(含工業安全管理師),D351000000,113,66239,107
84,2023,財務及投資規劃分析人員,D351000000,---,---,---
85,2023,專案管理師(含經營管理顧問),D351000000,---,---,---
86,2023,稽核人員,D351000000,---,---,---
87,2023,人力資源管理師,D351000000,---,---,---
88,2023,廣告及行銷專業人員(含企劃),D351000000,164,73563,117.5
89,2023,公關專業人員,D351000000,89,63912,108
90,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),D351000000,213,56411,97
91,2023,技術員及助理專業人員,D351000000,1471,58709,101.2
92,2023,電機、電子技術員,D351000000,84,50411,84.1
93,2023,機械技術員(含造船、輪機、鑄造),D351000000,82,53417,91.8
94,2023,化工技術員,D351000000,---,---,---
95,2023,品管、工管及生管技術員,D351000000,---,---,---
96,2023,製圖員,D351000000,-,-,-
97,2023,環境工程技術員,D351000000,---,---,---
98,2023,發電設備操作員,D351000000,920,61678,109.2
99,2023,焚化爐、水處理及氣(液)體設備操作員,D351000000,83,53351,87.9
100,2023,勞安及衛生技術員,D351000000,---,---,---
101,2023,會計人員,D351000000,---,---,---
102,2023,工商業銷售代表(含業務員),D351000000,---,---,---
103,2023,採購員,D351000000,---,---,---
104,2023,專業秘書,D351000000,---,---,---
105,2023,法務人員,D351000000,---,---,---
106,2023,資訊管理及維護技術員,D351000000,77,58368,94.5
107,2023,事務支援人員,D351000000,4233,55247,91
108,2023,總務,D351000000,683,54783,93.1
109,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),D351000000,1817,53832,88.7
110,2023,收帳、收費人員(含帳款催收),D351000000,-,-,-
111,2023,接待員及服務台事務人員(含總機),D351000000,-,-,-
112,2023,會計助理、簿記、出納,D351000000,684,54966,89.5
113,2023,存貨事務人員,D351000000,588,59700,97.8
114,2023,生產及物料規劃事務人員,D351000000,---,---,---
115,2023,運輸事務人員(含稽查、調度、管理、航務),D351000000,-,-,-
116,2023,人事事務人員,D351000000,407,57174,91.4
117,2023,技藝、機械設備操作及組裝人員,D351000000,10963,58615,100.7
118,2023,鋼筋彎紮、模板及混凝土有關工作人員,D351000000,-,-,-
119,2023,管道裝設人員(含檢修),D351000000,-,-,-
120,2023,焊接及切割人員(含電焊工、氣焊工),D351000000,-,-,-
121,2023,電力、電子、資通訊設備裝修人員(含水電工),D351000000,10213,58809,101
122,2023,生產機械設備操作人員、剪裁或裁縫人員,D351000000,338,57154,103.9
123,2023,小客、貨車駕駛人員,D351000000,---,---,---
124,2023,推土、吊車、起重機等移運設備操作人員,D351000000,139,53336,91.3
125,2023,基層技術工及勞力工,D351000000,---,---,---
126,2023,清潔及家事工作人員(含建築清潔工、房務人員),D351000000,-,-,-
127,2023,勞力工(含理貨員、行李搬運工),D351000000,-,-,-
128,2023,主管及監督人員,D352000000,770,83951,148.9
129,2023,高階主管(總經理及總執行長),D352000000,90,157756,293.4
130,2023,中階主管(經理),D352000000,227,89673,155.2
131,2023,監督人員(含現場及辦公室主任、科/股長),D352000000,453,66421,119.7
132,2023,專業人員,D352000000,631,58183,106.8
133,2023,品管、工管及生管工程師,D352000000,83,56211,105.1
134,2023,土木及水利工程師,D352000000,108,56765,102.1
135,2023,環境工程師,D352000000,---,---,---
136,2023,機械工程師(含造船、輪機、鑄造),D352000000,---,---,---
137,2023,化學工程師,D352000000,---,---,---
138,2023,電機、電子工程師,D352000000,141,56773,100.3
139,2023,護理人員,D352000000,-,-,-
140,2023,勞安及衛生管理人員(含工業安全管理師),D352000000,---,---,---
141,2023,會(審)計師,D352000000,---,---,---
142,2023,專案管理師(含經營管理顧問),D352000000,---,---,---
143,2023,稽核人員,D352000000,---,---,---
144,2023,人力資源管理師,D352000000,---,---,---
145,2023,廣告及行銷專業人員(含企劃),D352000000,---,---,---
146,2023,公關專業人員,D352000000,---,---,---
147,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),D352000000,100,56840,108.8
148,2023,翻譯人員,D352000000,-,-,-
149,2023,技術員及助理專業人員,D352000000,2019,48171,88.9
150,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),D352000000,276,44215,79.8
151,2023,電機、電子技術員,D352000000,107,50243,96.2
152,2023,機械技術員(含造船、輪機、鑄造),D352000000,119,47398,82.9
153,2023,化工技術員,D352000000,-,-,-
154,2023,品管、工管及生管技術員,D352000000,159,39535,70
155,2023,製圖員,D352000000,87,43734,88.8
156,2023,環境工程技術員,D352000000,---,---,---
157,2023,發電設備操作員,D352000000,-,-,-
158,2023,焚化爐、水處理及氣(液)體設備操作員,D352000000,581,48049,90.9
159,2023,石油及天然氣精煉設備操作員,D352000000,372,55553,101.8
160,2023,勞安及衛生技術員,D352000000,---,---,---
161,2023,會計人員,D352000000,---,---,---
162,2023,工商業銷售代表(含業務員),D352000000,87,44706,83.7
163,2023,採購員,D352000000,---,---,---
164,2023,專業秘書,D352000000,---,---,---
165,2023,法務人員,D352000000,---,---,---
166,2023,資訊管理及維護技術員,D352000000,63,47533,87.3
167,2023,事務支援人員,D352000000,1075,42104,72.9
168,2023,總務,D352000000,81,45187,76.8
169,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),D352000000,300,43371,71.5
170,2023,收帳、收費人員(含帳款催收),D352000000,164,43120,78.4
171,2023,接待員及服務台事務人員(含總機),D352000000,86,35754,68
172,2023,電話及網路客服人員,D352000000,47,50674,86
173,2023,會計助理、簿記、出納,D352000000,233,38597,66.5
174,2023,存貨事務人員,D352000000,65,42503,75.4
