序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
1,2025,主管及監督人員,F000000000,37693,75413,109.9
2,2025,高階主管(總經理及總執行長),F000000000,2734,136660,222.6
3,2025,中階主管(經理),F000000000,8272,93573,137.6
4,2025,監督人員(含現場及辦公室主任、科/股長),F000000000,26687,63509,89.5
5,2025,專業人員,F000000000,28711,57395,83.1
6,2025,品管、工管及生管工程師,F000000000,297,62364,97
7,2025,土木及水利工程師,F000000000,4591,61532,90.1
8,2025,環境工程師,F000000000,329,61721,96.5
9,2025,冷凍空調工程師,F000000000,1349,54764,79
10,2025,機械工程師(含造船、輪機、鑄造),F000000000,624,63724,99.4
11,2025,化學工程師,F000000000,---,---,---
12,2025,地質、採礦、鑽探、冶金工程師,F000000000,---,---,---
13,2025,電機、電子工程師,F000000000,5864,58601,84.7
14,2025,電信工程師,F000000000,---,---,---
15,2025,建築工程師(含建築師),F000000000,3704,63556,95.1
16,2025,景觀設計師、都市及交通規劃師,F000000000,---,---,---
17,2025,測量師及製圖師,F000000000,928,56499,77.8
18,2025,室內設計師,F000000000,4860,49661,70.7
19,2025,平面及多媒體設計師,F000000000,---,---,---
20,2025,護理人員,F000000000,---,---,---
21,2025,勞安及衛生管理人員(含工業安全管理師),F000000000,2894,54039,74.7
22,2025,會(審)計師,F000000000,-,-,-
23,2025,財務及投資規劃分析人員,F000000000,---,---,---
24,2025,專案管理師(含經營管理顧問),F000000000,965,63709,89.5
25,2025,稽核人員,F000000000,---,---,---
26,2025,人力資源管理師,F000000000,278,56528,83
27,2025,廣告及行銷專業人員(含企劃),F000000000,280,51579,84.1
28,2025,公關專業人員,F000000000,36,61080,101.2
29,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),F000000000,1199,55619,80.6
30,2025,律師,F000000000,-,-,-
31,2025,編輯、作家及有關撰稿人員,F000000000,-,-,-
32,2025,翻譯人員,F000000000,---,---,---
33,2025,其他專業人員,F000000000,-,-,-
34,2025,技術員及助理專業人員,F000000000,67912,45618,62.6
35,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),F000000000,32673,48284,67.5
36,2025,電機、電子技術員,F000000000,7906,44650,59.6
37,2025,冷凍空調技術員,F000000000,4262,41177,57.7
38,2025,機械技術員(含造船、輪機、鑄造),F000000000,1096,43993,57.7
39,2025,化工技術員,F000000000,-,-,-
40,2025,品管、工管及生管技術員,F000000000,166,36820,64.4
41,2025,製圖員,F000000000,6724,40468,55.5
42,2025,地質、採礦、鑽探、冶金技術員,F000000000,-,-,-
43,2025,環境工程技術員,F000000000,1420,39889,53.2
44,2025,發電設備操作員,F000000000,-,-,-
45,2025,焚化爐、水處理及氣(液)體設備操作員,F000000000,-,-,-
46,2025,化學加工設備控制員,F000000000,-,-,-
47,2025,勞安及衛生技術員,F000000000,4788,37492,49
48,2025,會計人員,F000000000,344,54790,84.9
49,2025,統計及精算助理專業人員,F000000000,-,-,-
50,2025,工商業銷售代表(含業務員),F000000000,4113,49181,70.7
51,2025,採購員,F000000000,2492,46937,62.3
52,2025,不動產經紀人(含房屋仲介),F000000000,-,-,-
53,2025,專業秘書,F000000000,707,51583,72.7
54,2025,土地代書(地政士),F000000000,-,-,-
55,2025,法務人員,F000000000,70,54588,78.6
56,2025,職業運動員,F000000000,-,-,-
57,2025,資訊管理及維護技術員,F000000000,1151,44276,57.7
58,2025,電信技術員,F000000000,-,-,-
59,2025,其他技術員及助理專業人員,F000000000,-,-,-
60,2025,事務支援人員,F000000000,46423,37119,49
61,2025,總務,F000000000,4804,36872,48.4
62,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),F000000000,21331,37346,49.2
63,2025,收帳、收費人員(含帳款催收),F000000000,---,---,---
64,2025,接待員及服務台事務人員(含總機),F000000000,790,32774,43.1
65,2025,電話及網路客服人員,F000000000,-,-,-
66,2025,醫院(診所)櫃台事務人員,F000000000,-,-,-
67,2025,會計助理、簿記、出納,F000000000,16002,36992,48.5
68,2025,統計、財務、證券及保險事務人員,F000000000,-,-,-
69,2025,存貨事務人員,F000000000,828,37189,51.1
70,2025,生產及物料規劃事務人員,F000000000,714,38770,50.3
71,2025,運輸事務人員(含稽查、調度、管理、航務),F000000000,-,-,-
72,2025,人事事務人員,F000000000,1925,37266,53
73,2025,其他事務支援人員,F000000000,-,-,-
74,2025,服務及銷售工作人員,F000000000,1065,35387,46.8
75,2025,廚師(含廚房領班),F000000000,---,---,---
76,2025,按摩師,F000000000,-,-,-
77,2025,商店銷售及展售人員(含門市店長),F000000000,---,---,---
78,2025,建築物管理員、保全及警衛人員,F000000000,780,34554,45.6
79,2025,技藝、機械設備操作及組裝人員,F000000000,256489,40801,53.6
80,2025,園藝及農牧業生產人員,F000000000,3006,31963,40.8
81,2025,砌磚及有關工作人員,F000000000,---,---,---
82,2025,砌石、裁石及石雕人員,F000000000,---,---,---
83,2025,鋼筋彎紮、模板及混凝土有關工作人員,F000000000,38484,41954,55.7
84,2025,營建木作人員,F000000000,14578,40079,51.9
85,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),F000000000,21813,37985,51.4
86,2025,屋頂工作、地面牆面鋪設、泥作工作人員,F000000000,29632,38967,50.3
87,2025,絕緣材料、玻璃安裝人員,F000000000,1300,37188,46.3
88,2025,管道裝設人員(含檢修),F000000000,20915,38153,48.4
89,2025,空調及冷凍機械裝修人員,F000000000,6226,34233,43.9
90,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),F000000000,12125,37401,47.3
91,2025,焊接及切割人員(含電焊工、氣焊工),F000000000,12116,41003,52.9
92,2025,板金人員,F000000000,-,-,-
93,2025,金屬結構預備及組合人員,F000000000,9457,39785,48.3
94,2025,鍛造、錘造及鍛壓工作人員,F000000000,-,-,-
95,2025,工具製造人員(含模具工、鉗工),F000000000,---,---,---
96,2025,金屬工具機設定及操作人員,F000000000,-,-,-
97,2025,車輛維修人員(含自行車、機車、汽車、火車),F000000000,---,---,---
98,2025,產業用機器維修人員,F000000000,924,37730,55.1
99,2025,電力、電子、資通訊設備裝修人員(含水電工),F000000000,55449,42338,58.5
100,2025,產品分級及檢查人員,F000000000,-,-,-
101,2025,木材處理、家具木工及有關工作人員,F000000000,-,-,-
102,2025,潛水人員,F000000000,-,-,-
103,2025,生產機械設備操作人員、剪裁或裁縫人員,F000000000,-,-,-
104,2025,組裝(現場)人員,F000000000,-,-,-
105,2025,小客、貨車駕駛人員,F000000000,3192,45686,63.5
106,2025,大客、貨車駕駛人員,F000000000,2632,47203,60
107,2025,推土、吊車、起重機等移運設備操作人員,F000000000,21914,47999,62.3
108,2025,船舶艙面水手及有關工作人員,F000000000,-,-,-
109,2025,其他技藝、機械設備操作及組裝人員,F000000000,-,-,-
110,2025,基層技術工及勞力工,F000000000,54834,33941,44.3
111,2025,清潔及家事工作人員(含建築清潔工、房務人員),F000000000,6398,31560,39.9
112,2025,勞力工(含理貨員、行李搬運工),F000000000,48399,34259,44.9
113,2025,廚房幫工(含速食烹調),F000000000,---,---,---
114,2025,抄表員及自動販賣機收款員,F000000000,-,-,-
115,2025,停車場管理工,F000000000,-,-,-
116,2025,主管及監督人員,F410000000,7506,95576,143.6
117,2025,高階主管(總經理及總執行長),F410000000,777,158301,247.9
118,2025,中階主管(經理),F410000000,1707,108758,161.2
119,2025,監督人員(含現場及辦公室主任、科/股長),F410000000,5022,81390,119.3
120,2025,專業人員,F410000000,7898,62769,92.7
121,2025,品管、工管及生管工程師,F410000000,-,-,-
122,2025,土木及水利工程師,F410000000,2153,61999,90.7
123,2025,環境工程師,F410000000,---,---,---
124,2025,冷凍空調工程師,F410000000,-,-,-
125,2025,機械工程師(含造船、輪機、鑄造),F410000000,---,---,---
126,2025,化學工程師,F410000000,-,-,-
127,2025,電機、電子工程師,F410000000,829,63356,89
128,2025,建築工程師(含建築師),F410000000,2998,64755,98
129,2025,景觀設計師、都市及交通規劃師,F410000000,-,-,-
130,2025,測量師及製圖師,F410000000,228,60485,82.9
131,2025,室內設計師,F410000000,38,57062,84.3
132,2025,勞安及衛生管理人員(含工業安全管理師),F410000000,1023,59749,88.7
133,2025,會(審)計師,F410000000,-,-,-
134,2025,財務及投資規劃分析人員,F410000000,-,-,-
