序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
1,2025,主管及監督人員,L000000000,19632,64078,102.1
2,2025,高階主管(總經理及總執行長),L000000000,595,146081,250.8
3,2025,中階主管(經理),L000000000,3885,86839,139.1
4,2025,監督人員(含現場及辦公室主任、科/股長),L000000000,15152,55022,87.3
5,2025,專業人員,L000000000,8053,55991,80.2
6,2025,農、林、漁、牧業專業人員,L000000000,---,---,---
7,2025,品管、工管及生管工程師,L000000000,-,-,-
8,2025,土木及水利工程師,L000000000,---,---,---
9,2025,環境工程師,L000000000,---,---,---
10,2025,機械工程師(含造船、輪機、鑄造),L000000000,-,-,-
11,2025,地質、採礦、鑽探、冶金工程師,L000000000,-,-,-
12,2025,電機、電子工程師,L000000000,---,---,---
13,2025,建築工程師(含建築師),L000000000,640,70767,97.7
14,2025,景觀設計師、都市及交通規劃師,L000000000,328,57010,81.8
15,2025,測量師及製圖師,L000000000,-,-,-
16,2025,室內設計師,L000000000,527,61251,87.7
17,2025,平面及多媒體設計師,L000000000,362,49203,72.6
18,2025,產品及服裝設計師(含工業設計),L000000000,---,---,---
19,2025,護理人員,L000000000,---,---,---
20,2025,獸醫師,L000000000,-,-,-
21,2025,勞安及衛生管理人員(含工業安全管理師),L000000000,195,63002,87.2
22,2025,會(審)計師,L000000000,210,62801,92
23,2025,財務及投資規劃分析人員,L000000000,494,58297,80.8
24,2025,專案管理師(含經營管理顧問),L000000000,493,60897,88.6
25,2025,稽核人員,L000000000,---,---,---
26,2025,人力資源管理師,L000000000,187,60029,89
27,2025,廣告及行銷專業人員(含企劃),L000000000,2709,46102,68.7
28,2025,公關專業人員,L000000000,314,53777,79.9
29,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),L000000000,1005,59075,81
30,2025,律師,L000000000,---,---,---
31,2025,編輯、作家及有關撰稿人員,L000000000,-,-,-
32,2025,翻譯人員,L000000000,-,-,-
33,2025,其他專業人員,L000000000,-,-,-
34,2025,技術員及助理專業人員,L000000000,57425,44712,69.5
35,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),L000000000,5450,51122,80.4
36,2025,電機、電子技術員,L000000000,---,---,---
37,2025,機械技術員(含造船、輪機、鑄造),L000000000,-,-,-
38,2025,品管、工管及生管技術員,L000000000,-,-,-
39,2025,製圖員,L000000000,---,---,---
40,2025,環境工程技術員,L000000000,---,---,---
41,2025,農業技術及農業推廣人員,L000000000,297,56179,87.7
42,2025,船舶監管人員(含引水人員),L000000000,-,-,-
43,2025,勞安及衛生技術員,L000000000,-,-,-
44,2025,會計人員,L000000000,1811,52784,75.7
45,2025,財物及損失鑑價人員,L000000000,713,45219,64.3
46,2025,工商業銷售代表(含業務員),L000000000,5287,45826,69.3
47,2025,採購員,L000000000,762,45810,72.2
48,2025,會議及活動規劃人員,L000000000,---,---,---
49,2025,不動產經紀人(含房屋仲介),L000000000,39105,43013,68
50,2025,拍賣員(不含電子購物、郵購),L000000000,-,-,-
51,2025,專業秘書,L000000000,1615,42717,65.8
52,2025,土地代書(地政士),L000000000,---,---,---
53,2025,法務人員,L000000000,279,59117,85.3
54,2025,攝影師、攝影記者,L000000000,-,-,-
55,2025,資訊管理及維護技術員,L000000000,1181,45780,63.2
56,2025,其他技術員及助理專業人員,L000000000,-,-,-
57,2025,事務支援人員,L000000000,43533,38180,52
58,2025,總務,L000000000,3518,39702,57.1
59,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),L000000000,23666,37752,50.6
60,2025,收帳、收費人員(含帳款催收),L000000000,1093,39552,58.6
61,2025,接待員及服務台事務人員(含總機),L000000000,2239,33274,46.7
62,2025,電話及網路客服人員,L000000000,---,---,---
63,2025,統計調查訪談人員,L000000000,---,---,---
64,2025,醫院(診所)櫃台事務人員,L000000000,-,-,-
65,2025,會計助理、簿記、出納,L000000000,11806,39173,52.9
66,2025,統計、財務、證券及保險事務人員,L000000000,-,-,-
67,2025,存貨事務人員,L000000000,---,---,---
68,2025,生產及物料規劃事務人員,L000000000,-,-,-
69,2025,人事事務人員,L000000000,995,39617,54.2
70,2025,其他事務支援人員,L000000000,-,-,-
71,2025,服務及銷售工作人員,L000000000,1760,35929,52.8
72,2025,導遊、領隊及解說員,L000000000,-,-,-
73,2025,廚師(含廚房領班),L000000000,-,-,-
74,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),L000000000,-,-,-
75,2025,旅館管家、舍監(含房務領班),L000000000,---,---,---
76,2025,按摩師,L000000000,-,-,-
77,2025,商店銷售及展售人員(含門市店長),L000000000,727,37845,58.4
78,2025,收銀員及售票員,L000000000,-,-,-
79,2025,電話及網路行銷人員,L000000000,-,-,-
80,2025,建築物管理員、保全及警衛人員,L000000000,1028,34445,48.4
81,2025,救生員,L000000000,-,-,-
82,2025,技藝、機械設備操作及組裝人員,L000000000,832,43730,57.3
83,2025,園藝及農牧業生產人員,L000000000,-,-,-
84,2025,砌磚及有關工作人員,L000000000,-,-,-
85,2025,鋼筋彎紮、模板及混凝土有關工作人員,L000000000,-,-,-
86,2025,營建木作人員,L000000000,-,-,-
87,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),L000000000,-,-,-
88,2025,屋頂工作、地面牆面鋪設、泥作工作人員,L000000000,-,-,-
89,2025,空調及冷凍機械裝修人員,L000000000,-,-,-
90,2025,車輛維修人員(含自行車、機車、汽車、火車),L000000000,---,---,---
91,2025,電力、電子、資通訊設備裝修人員(含水電工),L000000000,---,---,---
92,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),L000000000,-,-,-
93,2025,生產機械設備操作人員、剪裁或裁縫人員,L000000000,-,-,-
94,2025,軌道車輛駕駛人員,L000000000,---,---,---
95,2025,軌道制動器、號誌及轉轍器操作員,L000000000,-,-,-
96,2025,小客、貨車駕駛人員,L000000000,364,45902,58.1
97,2025,大客、貨車駕駛人員,L000000000,---,---,---
98,2025,推土、吊車、起重機等移運設備操作人員,L000000000,-,-,-
99,2025,船舶艙面水手及有關工作人員,L000000000,-,-,-
100,2025,其他技藝、機械設備操作及組裝人員,L000000000,-,-,-
101,2025,基層技術工及勞力工,L000000000,832,29699,38.2
102,2025,清潔及家事工作人員(含建築清潔工、房務人員),L000000000,830,29702,38.2
103,2025,勞力工(含理貨員、行李搬運工),L000000000,---,---,---
104,2025,廚房幫工(含速食烹調),L000000000,-,-,-
105,2025,抄表員及自動販賣機收款員,L000000000,-,-,-
106,2025,停車場管理工,L000000000,-,-,-
107,2025,收票員、引座員、休閒遊樂場所服務員,L000000000,-,-,-
108,2025,主管及監督人員,L670000000,8166,75401,111.8
109,2025,高階主管(總經理及總執行長),L670000000,386,149172,230.9
110,2025,中階主管(經理),L670000000,2381,91109,136.3
111,2025,監督人員(含現場及辦公室主任、科/股長),L670000000,5399,63200,93.4
112,2025,專業人員,L670000000,3465,61709,88.2
113,2025,品管、工管及生管工程師,L670000000,-,-,-
114,2025,土木及水利工程師,L670000000,---,---,---
115,2025,環境工程師,L670000000,---,---,---
116,2025,電機、電子工程師,L670000000,---,---,---
117,2025,建築工程師(含建築師),L670000000,604,71296,98.6
118,2025,景觀設計師、都市及交通規劃師,L670000000,210,55446,76.4
119,2025,測量師及製圖師,L670000000,-,-,-
120,2025,室內設計師,L670000000,---,---,---
121,2025,平面及多媒體設計師,L670000000,---,---,---
122,2025,勞安及衛生管理人員(含工業安全管理師),L670000000,---,---,---
123,2025,會(審)計師,L670000000,---,---,---
124,2025,財務及投資規劃分析人員,L670000000,---,---,---
125,2025,專案管理師(含經營管理顧問),L670000000,308,62204,92
126,2025,稽核人員,L670000000,---,---,---
127,2025,人力資源管理師,L670000000,---,---,---
128,2025,廣告及行銷專業人員(含企劃),L670000000,678,50049,71.4
129,2025,公關專業人員,L670000000,---,---,---
130,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),L670000000,161,65170,95
131,2025,律師,L670000000,---,---,---
132,2025,翻譯人員,L670000000,-,-,-
133,2025,其他專業人員,L670000000,-,-,-
134,2025,技術員及助理專業人員,L670000000,13280,50495,78.6
135,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),L670000000,5146,50788,79.8
136,2025,電機、電子技術員,L670000000,---,---,---
137,2025,製圖員,L670000000,---,---,---
138,2025,環境工程技術員,L670000000,---,---,---
139,2025,船舶監管人員(含引水人員),L670000000,-,-,-
140,2025,勞安及衛生技術員,L670000000,-,-,-
141,2025,會計人員,L670000000,---,---,---
142,2025,財物及損失鑑價人員,L670000000,---,---,---
143,2025,工商業銷售代表(含業務員),L670000000,2398,52425,82.1
144,2025,採購員,L670000000,736,45396,72
145,2025,不動產經紀人(含房屋仲介),L670000000,2752,48684,79.1
146,2025,專業秘書,L670000000,---,---,---
147,2025,土地代書(地政士),L670000000,---,---,---
148,2025,法務人員,L670000000,---,---,---
149,2025,資訊管理及維護技術員,L670000000,---,---,---
150,2025,其他技術員及助理專業人員,L670000000,-,-,-
151,2025,事務支援人員,L670000000,20007,39907,55.4
152,2025,總務,L670000000,1561,39831,58.2
153,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),L670000000,10086,39310,54.2
154,2025,收帳、收費人員(含帳款催收),L670000000,---,---,---
155,2025,接待員及服務台事務人員(含總機),L670000000,828,35128,50.9
156,2025,電話及網路客服人員,L670000000,---,---,---
