序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
1,2025,主管及監督人員,I000000000,75786,52419,70.1
2,2025,高階主管(總經理及總執行長),I000000000,2299,134087,175.8
3,2025,中階主管(經理),I000000000,9254,68526,89.9
4,2025,監督人員(含現場及辦公室主任、科/股長),I000000000,64233,47176,63.6
5,2025,專業人員,I000000000,4670,44752,60.6
6,2025,品管、工管及生管工程師,I000000000,-,-,-
7,2025,土木及水利工程師,I000000000,---,---,---
8,2025,環境工程師,I000000000,-,-,-
9,2025,冷凍空調工程師,I000000000,-,-,-
10,2025,機械工程師(含造船、輪機、鑄造),I000000000,-,-,-
11,2025,食品工程師,I000000000,---,---,---
12,2025,化學工程師,I000000000,-,-,-
13,2025,電機、電子工程師,I000000000,---,---,---
14,2025,建築工程師(含建築師),I000000000,-,-,-
15,2025,景觀設計師、都市及交通規劃師,I000000000,-,-,-
16,2025,室內設計師,I000000000,-,-,-
17,2025,平面及多媒體設計師,I000000000,---,---,---
18,2025,護理人員,I000000000,---,---,---
19,2025,勞安及衛生管理人員(含工業安全管理師),I000000000,---,---,---
20,2025,營養師,I000000000,645,40117,52.8
21,2025,會(審)計師,I000000000,-,-,-
22,2025,專案管理師(含經營管理顧問),I000000000,171,62708,90.8
23,2025,稽核人員,I000000000,---,---,---
24,2025,人力資源管理師,I000000000,519,47736,62
25,2025,廣告及行銷專業人員(含企劃),I000000000,1475,38916,49.1
26,2025,公關專業人員,I000000000,427,43930,60.3
27,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I000000000,311,54479,77.4
28,2025,編輯、作家及有關撰稿人員,I000000000,-,-,-
29,2025,翻譯人員,I000000000,-,-,-
30,2025,表演藝術人員(含演員、配音員),I000000000,---,---,---
31,2025,廣播、電視及其他媒體播報員,I000000000,-,-,-
32,2025,其他專業人員,I000000000,-,-,-
33,2025,技術員及助理專業人員,I000000000,6530,40225,54.1
34,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),I000000000,---,---,---
35,2025,電機、電子技術員,I000000000,494,40396,54.7
36,2025,冷凍空調技術員,I000000000,-,-,-
37,2025,機械技術員(含造船、輪機、鑄造),I000000000,78,46403,67.8
38,2025,食品技術員,I000000000,592,44343,64.7
39,2025,品管、工管及生管技術員,I000000000,---,---,---
40,2025,製圖員,I000000000,---,---,---
41,2025,環境工程技術員,I000000000,-,-,-
42,2025,紡織技術員,I000000000,-,-,-
43,2025,焚化爐、水處理及氣(液)體設備操作員,I000000000,-,-,-
44,2025,勞安及衛生技術員,I000000000,---,---,---
45,2025,其他醫療保健助理專業人員,I000000000,-,-,-
46,2025,會計人員,I000000000,---,---,---
47,2025,工商業銷售代表(含業務員),I000000000,1430,43384,57.5
48,2025,採購員,I000000000,1636,38735,50.9
49,2025,報關員(含報驗、船務人員),I000000000,---,---,---
50,2025,會議及活動規劃人員,I000000000,466,38874,51.6
51,2025,專業秘書,I000000000,290,40976,56
52,2025,法務人員,I000000000,---,---,---
53,2025,運動、健身及休閒娛樂指導員,I000000000,657,32758,43.2
54,2025,節目助理及舞台相關工作人員,I000000000,---,---,---
55,2025,資訊管理及維護技術員,I000000000,357,38186,50.4
56,2025,廣播及視聽技術員(含放映員),I000000000,-,-,-
57,2025,其他技術員及助理專業人員,I000000000,---,---,---
58,2025,事務支援人員,I000000000,25316,35162,45.7
59,2025,總務,I000000000,1964,35812,45.9
60,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),I000000000,3923,35697,47.1
61,2025,接待員及服務台事務人員(含總機),I000000000,8406,34193,44.1
62,2025,電話及網路客服人員,I000000000,862,33769,41.9
63,2025,醫院(診所)櫃台事務人員,I000000000,-,-,-
64,2025,會計助理、簿記、出納,I000000000,7346,35869,46.7
65,2025,統計、財務、證券及保險事務人員,I000000000,-,-,-
66,2025,存貨事務人員,I000000000,1073,34605,47.5
67,2025,生產及物料規劃事務人員,I000000000,218,39442,49.5
68,2025,運輸事務人員(含稽查、調度、管理、航務),I000000000,-,-,-
69,2025,人事事務人員,I000000000,1524,35445,44.7
70,2025,其他事務支援人員,I000000000,-,-,-
71,2025,服務及銷售工作人員,I000000000,271931,37094,47.8
72,2025,隨車、船、飛機服務人員(含空服員),I000000000,178,43735,60.3
73,2025,導遊、領隊及解說員,I000000000,---,---,---
74,2025,廚師(含廚房領班),I000000000,76095,41597,54.1
75,2025,飲料調配及調酒員,I000000000,22802,33331,42.2
76,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),I000000000,163925,35646,45.9
77,2025,美髮、美容及造型設計人員,I000000000,-,-,-
78,2025,旅館管家、舍監(含房務領班),I000000000,4022,35550,45
79,2025,按摩師,I000000000,307,33992,43.9
80,2025,商店銷售及展售人員(含門市店長),I000000000,1357,35185,47.6
81,2025,收銀員及售票員,I000000000,1732,32989,42.4
82,2025,電話及網路行銷人員,I000000000,-,-,-
83,2025,兒童照顧人員(含保母),I000000000,-,-,-
84,2025,建築物管理員、保全及警衛人員,I000000000,1078,33659,44.9
85,2025,救生員,I000000000,385,36548,46
86,2025,其他服務及銷售工作人員,I000000000,-,-,-
87,2025,技藝、機械設備操作及組裝人員,I000000000,7681,36768,48.6
88,2025,園藝及農牧業生產人員,I000000000,---,---,---
89,2025,營建木作人員,I000000000,---,---,---
90,2025,屋頂工作、地面牆面鋪設、泥作工作人員,I000000000,-,-,-
91,2025,管道裝設人員(含檢修),I000000000,-,-,-
92,2025,空調及冷凍機械裝修人員,I000000000,151,41698,51.3
93,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),I000000000,---,---,---
94,2025,車輛維修人員(含自行車、機車、汽車、火車),I000000000,---,---,---
95,2025,產業用機器維修人員,I000000000,-,-,-
96,2025,各種材質手工藝人員,I000000000,-,-,-
97,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),I000000000,-,-,-
98,2025,電力、電子、資通訊設備裝修人員(含水電工),I000000000,1573,38407,48.4
99,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I000000000,3092,37124,50.9
100,2025,產品分級及檢查人員,I000000000,-,-,-
101,2025,木材處理、家具木工及有關工作人員,I000000000,-,-,-
102,2025,生產機械設備操作人員、剪裁或裁縫人員,I000000000,---,---,---
103,2025,洗衣(含鞋包)、熨燙工,I000000000,759,32135,40.7
104,2025,機車送件駕駛人員,I000000000,-,-,-
105,2025,小客、貨車駕駛人員,I000000000,1401,34817,44.7
106,2025,大客、貨車駕駛人員,I000000000,354,41810,65.5
107,2025,船舶艙面水手及有關工作人員,I000000000,---,---,---
108,2025,其他技藝、機械設備操作及組裝人員,I000000000,-,-,-
109,2025,基層技術工及勞力工,I000000000,46859,32121,41.2
110,2025,清潔及家事工作人員(含建築清潔工、房務人員),I000000000,15114,32136,42.6
111,2025,勞力工(含理貨員、行李搬運工),I000000000,2115,32697,42.6
112,2025,廢棄物收集工及回收資源分類工,I000000000,-,-,-
113,2025,廚房幫工(含速食烹調),I000000000,29529,32072,40.3
114,2025,抄表員及自動販賣機收款員,I000000000,-,-,-
115,2025,停車場管理工,I000000000,-,-,-
116,2025,收票員、引座員、休閒遊樂場所服務員,I000000000,---,---,---
117,2025,主管及監督人員,I550000000,13722,56999,76
118,2025,高階主管(總經理及總執行長),I550000000,807,128336,172.3
119,2025,中階主管(經理),I550000000,3335,65849,87.5
120,2025,監督人員(含現場及辦公室主任、科/股長),I550000000,9580,47909,63.8
121,2025,專業人員,I550000000,1804,42841,56.7
122,2025,土木及水利工程師,I550000000,-,-,-
123,2025,冷凍空調工程師,I550000000,-,-,-
124,2025,機械工程師(含造船、輪機、鑄造),I550000000,-,-,-
125,2025,食品工程師,I550000000,-,-,-
126,2025,電機、電子工程師,I550000000,---,---,---
127,2025,建築工程師(含建築師),I550000000,-,-,-
128,2025,景觀設計師、都市及交通規劃師,I550000000,-,-,-
129,2025,室內設計師,I550000000,-,-,-
130,2025,平面及多媒體設計師,I550000000,---,---,---
131,2025,護理人員,I550000000,---,---,---
132,2025,勞安及衛生管理人員(含工業安全管理師),I550000000,---,---,---
133,2025,營養師,I550000000,---,---,---
134,2025,會(審)計師,I550000000,-,-,-
135,2025,專案管理師(含經營管理顧問),I550000000,-,-,-
136,2025,稽核人員,I550000000,---,---,---
137,2025,人力資源管理師,I550000000,---,---,---
138,2025,廣告及行銷專業人員(含企劃),I550000000,---,---,---
139,2025,公關專業人員,I550000000,---,---,---
140,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I550000000,---,---,---
141,2025,編輯、作家及有關撰稿人員,I550000000,-,-,-
142,2025,翻譯人員,I550000000,-,-,-
143,2025,表演藝術人員(含演員、配音員),I550000000,---,---,---
144,2025,技術員及助理專業人員,I550000000,3382,38639,50.5
145,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),I550000000,---,---,---
146,2025,電機、電子技術員,I550000000,447,39910,53.2
147,2025,冷凍空調技術員,I550000000,-,-,-
148,2025,機械技術員(含造船、輪機、鑄造),I550000000,---,---,---
149,2025,食品技術員,I550000000,-,-,-
150,2025,製圖員,I550000000,---,---,---
151,2025,焚化爐、水處理及氣(液)體設備操作員,I550000000,-,-,-
152,2025,勞安及衛生技術員,I550000000,---,---,---
153,2025,其他醫療保健助理專業人員,I550000000,-,-,-
154,2025,會計人員,I550000000,---,---,---
155,2025,工商業銷售代表(含業務員),I550000000,605,42070,53.8
156,2025,採購員,I550000000,656,38677,49.2
157,2025,會議及活動規劃人員,I550000000,305,40962,55.8
158,2025,專業秘書,I550000000,262,39517,53.4
159,2025,法務人員,I550000000,-,-,-
160,2025,運動、健身及休閒娛樂指導員,I550000000,657,32758,43.2
161,2025,節目助理及舞台相關工作人員,I550000000,---,---,---
162,2025,資訊管理及維護技術員,I550000000,---,---,---
163,2025,廣播及視聽技術員(含放映員),I550000000,-,-,-
164,2025,其他技術員及助理專業人員,I550000000,---,---,---
165,2025,事務支援人員,I550000000,13368,34547,44.8
166,2025,總務,I550000000,---,---,---
167,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),I550000000,1569,34460,45
168,2025,接待員及服務台事務人員(含總機),I550000000,7767,34378,44.5
169,2025,電話及網路客服人員,I550000000,616,33462,42.1
170,2025,醫院(診所)櫃台事務人員,I550000000,-,-,-
171,2025,會計助理、簿記、出納,I550000000,2096,35623,46.7
172,2025,統計、財務、證券及保險事務人員,I550000000,-,-,-
173,2025,存貨事務人員,I550000000,226,34487,45.7
174,2025,生產及物料規劃事務人員,I550000000,-,-,-
175,2025,運輸事務人員(含稽查、調度、管理、航務),I550000000,-,-,-
176,2025,人事事務人員,I550000000,602,34568,43.9
177,2025,其他事務支援人員,I550000000,-,-,-
178,2025,服務及銷售工作人員,I550000000,31250,38657,51.8
179,2025,導遊、領隊及解說員,I550000000,---,---,---
180,2025,廚師(含廚房領班),I550000000,10745,45455,60
181,2025,飲料調配及調酒員,I550000000,---,---,---
182,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),I550000000,13685,35151,48.5
183,2025,美髮、美容及造型設計人員,I550000000,-,-,-
184,2025,旅館管家、舍監(含房務領班),I550000000,4022,35550,45
185,2025,按摩師,I550000000,289,34320,44
186,2025,商店銷售及展售人員(含門市店長),I550000000,593,34097,45.6
187,2025,收銀員及售票員,I550000000,---,---,---
188,2025,電話及網路行銷人員,I550000000,-,-,-
189,2025,建築物管理員、保全及警衛人員,I550000000,1078,33659,44.9
190,2025,救生員,I550000000,385,36548,46
191,2025,其他服務及銷售工作人員,I550000000,-,-,-
192,2025,技藝、機械設備操作及組裝人員,I550000000,2823,36690,46.7
193,2025,園藝及農牧業生產人員,I550000000,---,---,---
194,2025,營建木作人員,I550000000,---,---,---
195,2025,屋頂工作、地面牆面鋪設、泥作工作人員,I550000000,-,-,-
196,2025,管道裝設人員(含檢修),I550000000,-,-,-
197,2025,空調及冷凍機械裝修人員,I550000000,151,41698,51.3
198,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),I550000000,---,---,---
199,2025,車輛維修人員(含自行車、機車、汽車、火車),I550000000,---,---,---
200,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),I550000000,-,-,-
201,2025,電力、電子、資通訊設備裝修人員(含水電工),I550000000,1224,39052,49.3
202,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I550000000,---,---,---
203,2025,木材處理、家具木工及有關工作人員,I550000000,-,-,-
204,2025,生產機械設備操作人員、剪裁或裁縫人員,I550000000,---,---,---
205,2025,洗衣(含鞋包)、熨燙工,I550000000,739,32172,40.7
206,2025,小客、貨車駕駛人員,I550000000,245,35686,46.4
207,2025,大客、貨車駕駛人員,I550000000,---,---,---
208,2025,船舶艙面水手及有關工作人員,I550000000,---,---,---
209,2025,其他技藝、機械設備操作及組裝人員,I550000000,-,-,-
210,2025,基層技術工及勞力工,I550000000,15523,32268,42.9
211,2025,清潔及家事工作人員(含建築清潔工、房務人員),I550000000,13346,32237,43
212,2025,勞力工(含理貨員、行李搬運工),I550000000,717,32371,42.2
213,2025,廢棄物收集工及回收資源分類工,I550000000,-,-,-
214,2025,廚房幫工(含速食烹調),I550000000,1359,32539,42
215,2025,抄表員及自動販賣機收款員,I550000000,-,-,-
216,2025,停車場管理工,I550000000,-,-,-
217,2025,收票員、引座員、休閒遊樂場所服務員,I550000000,---,---,---
218,2025,主管及監督人員,I561100000,55179,51056,68
219,2025,高階主管(總經理及總執行長),I561100000,1216,134789,175
220,2025,中階主管(經理),I561100000,4752,70881,93.2
221,2025,監督人員(含現場及辦公室主任、科/股長),I561100000,49211,47073,63.1
222,2025,專業人員,I561100000,1826,43620,56.8
223,2025,食品工程師,I561100000,-,-,-
224,2025,電機、電子工程師,I561100000,-,-,-
225,2025,景觀設計師、都市及交通規劃師,I561100000,-,-,-
226,2025,室內設計師,I561100000,-,-,-
227,2025,平面及多媒體設計師,I561100000,---,---,---
228,2025,護理人員,I561100000,---,---,---
229,2025,勞安及衛生管理人員(含工業安全管理師),I561100000,-,-,-
230,2025,營養師,I561100000,---,---,---
231,2025,專案管理師(含經營管理顧問),I561100000,---,---,---
232,2025,稽核人員,I561100000,---,---,---
233,2025,人力資源管理師,I561100000,---,---,---
234,2025,廣告及行銷專業人員(含企劃),I561100000,---,---,---
235,2025,公關專業人員,I561100000,---,---,---
236,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),I561100000,---,---,---
237,2025,翻譯人員,I561100000,-,-,-
238,2025,表演藝術人員(含演員、配音員),I561100000,-,-,-
239,2025,廣播、電視及其他媒體播報員,I561100000,-,-,-
240,2025,技術員及助理專業人員,I561100000,1621,43363,58.7
241,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),I561100000,-,-,-
242,2025,電機、電子技術員,I561100000,-,-,-
243,2025,機械技術員(含造船、輪機、鑄造),I561100000,-,-,-
244,2025,食品技術員,I561100000,---,---,---
245,2025,品管、工管及生管技術員,I561100000,-,-,-
246,2025,紡織技術員,I561100000,-,-,-
247,2025,勞安及衛生技術員,I561100000,---,---,---
248,2025,會計人員,I561100000,---,---,---
249,2025,工商業銷售代表(含業務員),I561100000,---,---,---
250,2025,採購員,I561100000,479,41325,54.8
251,2025,報關員(含報驗、船務人員),I561100000,---,---,---
252,2025,會議及活動規劃人員,I561100000,---,---,---
253,2025,專業秘書,I561100000,---,---,---
254,2025,法務人員,I561100000,---,---,---
255,2025,運動、健身及休閒娛樂指導員,I561100000,-,-,-
256,2025,節目助理及舞台相關工作人員,I561100000,-,-,-
257,2025,資訊管理及維護技術員,I561100000,---,---,---
258,2025,廣播及視聽技術員(含放映員),I561100000,-,-,-
259,2025,其他技術員及助理專業人員,I561100000,-,-,-
260,2025,事務支援人員,I561100000,10360,35830,46.3
261,2025,總務,I561100000,1326,36472,47
262,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),I561100000,1844,35744,45.5
263,2025,接待員及服務台事務人員(含總機),I561100000,---,---,---
264,2025,電話及網路客服人員,I561100000,---,---,---
265,2025,醫院(診所)櫃台事務人員,I561100000,-,-,-
