序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
1,2025,主管及監督人員,S000000000,10781,53156,72.4
2,2025,高階主管(總經理及總執行長),S000000000,160,129305,207.9
3,2025,中階主管(經理),S000000000,1734,74233,107.7
4,2025,監督人員(含現場及辦公室主任、科/股長),S000000000,8887,47672,63.2
5,2025,專業人員,S000000000,731,47248,63.2
6,2025,品管、工管及生管工程師,S000000000,-,-,-
7,2025,土木及水利工程師,S000000000,-,-,-
8,2025,冷凍空調工程師,S000000000,-,-,-
9,2025,機械工程師(含造船、輪機、鑄造),S000000000,-,-,-
10,2025,電機、電子工程師,S000000000,278,48243,62.4
11,2025,電信工程師,S000000000,-,-,-
12,2025,建築工程師(含建築師),S000000000,-,-,-
13,2025,景觀設計師、都市及交通規劃師,S000000000,-,-,-
14,2025,測量師及製圖師,S000000000,-,-,-
15,2025,室內設計師,S000000000,-,-,-
16,2025,平面及多媒體設計師,S000000000,---,---,---
17,2025,產品及服裝設計師(含工業設計),S000000000,---,---,---
18,2025,護理人員,S000000000,---,---,---
19,2025,勞安及衛生管理人員(含工業安全管理師),S000000000,---,---,---
20,2025,營養師,S000000000,-,-,-
21,2025,財務及投資規劃分析人員,S000000000,---,---,---
22,2025,專案管理師(含經營管理顧問),S000000000,---,---,---
23,2025,稽核人員,S000000000,---,---,---
24,2025,人力資源管理師,S000000000,---,---,---
25,2025,廣告及行銷專業人員(含企劃),S000000000,142,40689,55.7
26,2025,公關專業人員,S000000000,---,---,---
27,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),S000000000,191,51308,67.6
28,2025,律師,S000000000,-,-,-
29,2025,翻譯人員,S000000000,---,---,---
30,2025,其他專業人員,S000000000,-,-,-
31,2025,技術員及助理專業人員,S000000000,4187,40625,53.5
32,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),S000000000,---,---,---
33,2025,電機、電子技術員,S000000000,1169,40712,51.4
34,2025,冷凍空調技術員,S000000000,---,---,---
35,2025,機械技術員(含造船、輪機、鑄造),S000000000,---,---,---
36,2025,品管、工管及生管技術員,S000000000,---,---,---
37,2025,製圖員,S000000000,-,-,-
38,2025,傳統醫學技術員,S000000000,-,-,-
39,2025,勞安及衛生技術員,S000000000,-,-,-
40,2025,其他醫療保健助理專業人員,S000000000,-,-,-
41,2025,會計人員,S000000000,---,---,---
42,2025,財物及損失鑑價人員,S000000000,-,-,-
43,2025,工商業銷售代表(含業務員),S000000000,---,---,---
44,2025,採購員,S000000000,---,---,---
45,2025,報關員(含報驗、船務人員),S000000000,-,-,-
46,2025,會議及活動規劃人員,S000000000,---,---,---
47,2025,不動產經紀人(含房屋仲介),S000000000,76,42149,60.5
48,2025,專業秘書,S000000000,---,---,---
49,2025,土地代書(地政士),S000000000,-,-,-
50,2025,法務人員,S000000000,---,---,---
51,2025,運動、健身及休閒娛樂指導員,S000000000,-,-,-
52,2025,攝影師、攝影記者,S000000000,-,-,-
53,2025,資訊管理及維護技術員,S000000000,1501,40064,52.9
54,2025,廣播及視聽技術員(含放映員),S000000000,-,-,-
55,2025,電信技術員,S000000000,-,-,-
56,2025,其他技術員及助理專業人員,S000000000,---,---,---
57,2025,事務支援人員,S000000000,15675,34066,44.1
58,2025,總務,S000000000,737,34748,43.6
59,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),S000000000,4502,33539,45.3
60,2025,銀行、郵局櫃台事務人員,S000000000,-,-,-
61,2025,收帳、收費人員(含帳款催收),S000000000,---,---,---
62,2025,接待員及服務台事務人員(含總機),S000000000,3881,34092,43.6
63,2025,電話及網路客服人員,S000000000,655,33032,40.3
64,2025,醫院(診所)櫃台事務人員,S000000000,-,-,-
65,2025,會計助理、簿記、出納,S000000000,4823,33976,42.5
66,2025,統計、財務、證券及保險事務人員,S000000000,-,-,-
67,2025,存貨事務人員,S000000000,516,36055,51.9
68,2025,生產及物料規劃事務人員,S000000000,---,---,---
69,2025,運輸事務人員(含稽查、調度、管理、航務),S000000000,-,-,-
70,2025,人事事務人員,S000000000,391,37206,51.5
71,2025,其他事務支援人員,S000000000,-,-,-
72,2025,服務及銷售工作人員,S000000000,47717,34129,45
73,2025,廚師(含廚房領班),S000000000,---,---,---
74,2025,飲料調配及調酒員,S000000000,-,-,-
75,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),S000000000,354,31425,40.7
76,2025,美髮、美容及造型設計人員,S000000000,30547,33102,42.8
77,2025,殯葬服務人員,S000000000,5164,41298,60.2
78,2025,寵物美容師及動物照料工作人員,S000000000,---,---,---
79,2025,按摩師,S000000000,7228,32661,40.5
80,2025,商店銷售及展售人員(含門市店長),S000000000,1321,39988,62.8
81,2025,收銀員及售票員,S000000000,-,-,-
82,2025,電話及網路行銷人員,S000000000,---,---,---
83,2025,健康照顧人員(含看護、月子照護),S000000000,-,-,-
84,2025,建築物管理員、保全及警衛人員,S000000000,---,---,---
85,2025,其他服務及銷售工作人員,S000000000,-,-,-
86,2025,技藝、機械設備操作及組裝人員,S000000000,26630,35644,47.3
87,2025,園藝及農牧業生產人員,S000000000,-,-,-
88,2025,營建木作人員,S000000000,-,-,-
89,2025,屋頂工作、地面牆面鋪設、泥作工作人員,S000000000,-,-,-
90,2025,絕緣材料、玻璃安裝人員,S000000000,-,-,-
91,2025,空調及冷凍機械裝修人員,S000000000,---,---,---
92,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),S000000000,1416,38484,52.3
93,2025,焊接及切割人員(含電焊工、氣焊工),S000000000,---,---,---
94,2025,板金人員,S000000000,672,37601,50.6
95,2025,車輛維修人員(含自行車、機車、汽車、火車),S000000000,16140,37008,50.4
96,2025,產業用機器維修人員,S000000000,-,-,-
97,2025,精密儀器製造及修理人員,S000000000,-,-,-
98,2025,樂器製造及調音人員,S000000000,-,-,-
99,2025,各種材質手工藝人員,S000000000,---,---,---
100,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),S000000000,-,-,-
101,2025,電力、電子、資通訊設備裝修人員(含水電工),S000000000,1877,33150,42.4
102,2025,產品分級及檢查人員,S000000000,-,-,-
103,2025,木材處理、家具木工及有關工作人員,S000000000,-,-,-
104,2025,服飾打樣人員,S000000000,---,---,---
105,2025,製鞋及有關工作人員,S000000000,---,---,---
106,2025,生產機械設備操作人員、剪裁或裁縫人員,S000000000,-,-,-
107,2025,洗衣(含鞋包)、熨燙工,S000000000,4931,31057,38.1
108,2025,組裝(現場)人員,S000000000,-,-,-
109,2025,小客、貨車駕駛人員,S000000000,783,34315,41.1
110,2025,大客、貨車駕駛人員,S000000000,229,38768,47.5
111,2025,推土、吊車、起重機等移運設備操作人員,S000000000,---,---,---
112,2025,其他技藝、機械設備操作及組裝人員,S000000000,-,-,-
113,2025,基層技術工及勞力工,S000000000,5897,30968,38.7
114,2025,清潔及家事工作人員(含建築清潔工、房務人員),S000000000,3903,30957,38.9
115,2025,勞力工(含理貨員、行李搬運工),S000000000,1905,31028,38.3
116,2025,廚房幫工(含速食烹調),S000000000,---,---,---
117,2025,抄表員及自動販賣機收款員,S000000000,-,-,-
118,2025,停車場管理工,S000000000,-,-,-
119,2025,主管及監督人員,S950000000,4371,56279,79.3
120,2025,高階主管(總經理及總執行長),S950000000,---,---,---
121,2025,中階主管(經理),S950000000,810,75960,111.6
122,2025,監督人員(含現場及辦公室主任、科/股長),S950000000,3483,50281,69.1
123,2025,專業人員,S950000000,468,47962,63.2
124,2025,品管、工管及生管工程師,S950000000,-,-,-
125,2025,冷凍空調工程師,S950000000,-,-,-
126,2025,機械工程師(含造船、輪機、鑄造),S950000000,-,-,-
127,2025,電機、電子工程師,S950000000,271,48084,62
128,2025,電信工程師,S950000000,-,-,-
129,2025,平面及多媒體設計師,S950000000,---,---,---
130,2025,護理人員,S950000000,---,---,---
131,2025,勞安及衛生管理人員(含工業安全管理師),S950000000,---,---,---
132,2025,人力資源管理師,S950000000,-,-,-
133,2025,廣告及行銷專業人員(含企劃),S950000000,34,42196,64.5
134,2025,公關專業人員,S950000000,---,---,---
135,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),S950000000,---,---,---
136,2025,翻譯人員,S950000000,-,-,-
137,2025,其他專業人員,S950000000,-,-,-
138,2025,技術員及助理專業人員,S950000000,3873,40382,53.2
139,2025,電機、電子技術員,S950000000,1165,40702,51.4
140,2025,冷凍空調技術員,S950000000,---,---,---
141,2025,機械技術員(含造船、輪機、鑄造),S950000000,---,---,---
142,2025,品管、工管及生管技術員,S950000000,---,---,---
143,2025,製圖員,S950000000,-,-,-
144,2025,勞安及衛生技術員,S950000000,-,-,-
145,2025,會計人員,S950000000,---,---,---
146,2025,財物及損失鑑價人員,S950000000,-,-,-
147,2025,工商業銷售代表(含業務員),S950000000,---,---,---
148,2025,採購員,S950000000,---,---,---
149,2025,報關員(含報驗、船務人員),S950000000,-,-,-
150,2025,專業秘書,S950000000,-,-,-
151,2025,法務人員,S950000000,-,-,-
152,2025,資訊管理及維護技術員,S950000000,1409,40007,53.1
153,2025,電信技術員,S950000000,-,-,-
154,2025,其他技術員及助理專業人員,S950000000,-,-,-
155,2025,事務支援人員,S950000000,8105,34698,45.8
156,2025,總務,S950000000,---,---,---
157,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),S950000000,2646,33651,46.3
