序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
1,2025,主管及監督人員,E000000000,2137,79809,119.3
2,2025,高階主管(總經理及總執行長),E000000000,177,134398,214.3
3,2025,中階主管(經理),E000000000,476,85660,123.5
4,2025,監督人員(含現場及辦公室主任、科/股長),E000000000,1484,71422,106.3
5,2025,專業人員,E000000000,1649,59370,88.8
6,2025,品管、工管及生管工程師,E000000000,---,---,---
7,2025,土木及水利工程師,E000000000,257,82047,128.8
8,2025,環境工程師,E000000000,567,49740,69.3
9,2025,機械工程師(含造船、輪機、鑄造),E000000000,80,50882,71.4
10,2025,化學工程師,E000000000,81,66159,108.4
11,2025,電機、電子工程師,E000000000,122,64583,95.5
12,2025,建築工程師(含建築師),E000000000,-,-,-
13,2025,測量師及製圖師,E000000000,-,-,-
14,2025,護理人員,E000000000,---,---,---
15,2025,勞安及衛生管理人員(含工業安全管理師),E000000000,204,49020,69.1
16,2025,會(審)計師,E000000000,-,-,-
17,2025,財務及投資規劃分析人員,E000000000,-,-,-
18,2025,專案管理師(含經營管理顧問),E000000000,79,70439,120.9
19,2025,稽核人員,E000000000,---,---,---
20,2025,人力資源管理師,E000000000,---,---,---
21,2025,廣告及行銷專業人員(含企劃),E000000000,48,77421,126.1
22,2025,公關專業人員,E000000000,---,---,---
23,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E000000000,99,60190,92.3
24,2025,專利工程師及公證人,E000000000,-,-,-
25,2025,翻譯人員,E000000000,-,-,-
26,2025,其他專業人員,E000000000,-,-,-
27,2025,技術員及助理專業人員,E000000000,5885,43552,63.6
28,2025,物理、化學及地球科學技術員,E000000000,-,-,-
29,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),E000000000,571,51016,79.1
30,2025,電機、電子技術員,E000000000,188,53565,80.4
31,2025,冷凍空調技術員,E000000000,-,-,-
32,2025,機械技術員(含造船、輪機、鑄造),E000000000,133,38808,52
33,2025,化工技術員,E000000000,332,43860,64.6
34,2025,品管、工管及生管技術員,E000000000,123,38333,56.7
35,2025,製圖員,E000000000,---,---,---
36,2025,環境工程技術員,E000000000,1526,36664,47.1
37,2025,發電設備操作員,E000000000,-,-,-
38,2025,焚化爐、水處理及氣(液)體設備操作員,E000000000,1736,42374,64.5
39,2025,農業技術及農業推廣人員,E000000000,-,-,-
40,2025,勞安及衛生技術員,E000000000,192,38101,50.5
41,2025,會計人員,E000000000,181,56114,83.5
42,2025,工商業銷售代表(含業務員),E000000000,571,48819,73.6
43,2025,採購員,E000000000,133,46495,67.1
44,2025,會議及活動規劃人員,E000000000,-,-,-
45,2025,專業秘書,E000000000,---,---,---
46,2025,法務人員,E000000000,56,74541,112.7
47,2025,資訊管理及維護技術員,E000000000,104,50644,74.7
48,2025,其他技術員及助理專業人員,E000000000,-,-,-
49,2025,事務支援人員,E000000000,4677,39803,55.8
50,2025,總務,E000000000,371,40119,59.9
51,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),E000000000,2197,40088,54.8
52,2025,收帳、收費人員(含帳款催收),E000000000,293,42810,67.5
53,2025,接待員及服務台事務人員(含總機),E000000000,259,46462,72.5
54,2025,電話及網路客服人員,E000000000,---,---,---
55,2025,醫院(診所)櫃台事務人員,E000000000,-,-,-
56,2025,會計助理、簿記、出納,E000000000,1100,35689,47.1
57,2025,統計、財務、證券及保險事務人員,E000000000,-,-,-
58,2025,存貨事務人員,E000000000,95,38415,54
59,2025,生產及物料規劃事務人員,E000000000,112,44963,66.4
60,2025,運輸事務人員(含稽查、調度、管理、航務),E000000000,-,-,-
61,2025,人事事務人員,E000000000,207,43959,62.6
62,2025,郵件處理及投遞人員,E000000000,-,-,-
63,2025,其他事務支援人員,E000000000,-,-,-
64,2025,服務及銷售工作人員,E000000000,---,---,---
65,2025,廚師(含廚房領班),E000000000,-,-,-
66,2025,商店銷售及展售人員(含門市店長),E000000000,-,-,-
67,2025,收銀員及售票員,E000000000,-,-,-
68,2025,建築物管理員、保全及警衛人員,E000000000,---,---,---
69,2025,救生員,E000000000,-,-,-
70,2025,其他服務及銷售工作人員,E000000000,-,-,-
71,2025,技藝、機械設備操作及組裝人員,E000000000,10803,42442,57.5
72,2025,鋼筋彎紮、模板及混凝土有關工作人員,E000000000,188,48135,75.5
73,2025,營建木作人員,E000000000,---,---,---
74,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),E000000000,-,-,-
75,2025,管道裝設人員(含檢修),E000000000,1431,46625,75
76,2025,焊接及切割人員(含電焊工、氣焊工),E000000000,-,-,-
77,2025,金屬工具機設定及操作人員,E000000000,-,-,-
78,2025,車輛維修人員(含自行車、機車、汽車、火車),E000000000,-,-,-
79,2025,產業用機器維修人員,E000000000,---,---,---
80,2025,電力、電子、資通訊設備裝修人員(含水電工),E000000000,516,44425,62.6
81,2025,產品分級及檢查人員,E000000000,---,---,---
82,2025,消毒及除蟲有關工作人員,E000000000,-,-,-
83,2025,生產機械設備操作人員、剪裁或裁縫人員,E000000000,1325,40051,53.7
84,2025,組裝(現場)人員,E000000000,-,-,-
85,2025,小客、貨車駕駛人員,E000000000,1510,38676,50.6
86,2025,大客、貨車駕駛人員,E000000000,4391,43738,56
87,2025,推土、吊車、起重機等移運設備操作人員,E000000000,1412,38883,50.2
88,2025,船舶艙面水手及有關工作人員,E000000000,-,-,-
89,2025,其他技藝、機械設備操作及組裝人員,E000000000,-,-,-
90,2025,基層技術工及勞力工,E000000000,12308,32202,40
91,2025,清潔及家事工作人員(含建築清潔工、房務人員),E000000000,1887,29815,36.3
92,2025,勞力工(含理貨員、行李搬運工),E000000000,2632,32230,40.4
93,2025,廢棄物收集工及回收資源分類工,E000000000,7672,32606,40.4
94,2025,廚房幫工(含速食烹調),E000000000,-,-,-
95,2025,抄表員及自動販賣機收款員,E000000000,114,43956,68.6
96,2025,停車場管理工,E000000000,---,---,---
97,2025,主管及監督人員,E360000000,707,103202,163.9
98,2025,高階主管(總經理及總執行長),E360000000,---,---,---
99,2025,中階主管(經理),E360000000,69,129212,212.9
100,2025,監督人員(含現場及辦公室主任、科/股長),E360000000,612,98873,156.1
101,2025,專業人員,E360000000,482,82869,134.3
102,2025,品管、工管及生管工程師,E360000000,---,---,---
103,2025,土木及水利工程師,E360000000,248,83300,132
104,2025,環境工程師,E360000000,---,---,---
105,2025,機械工程師(含造船、輪機、鑄造),E360000000,---,---,---
106,2025,化學工程師,E360000000,36,87114,144
107,2025,電機、電子工程師,E360000000,40,83686,135
108,2025,建築工程師(含建築師),E360000000,-,-,-
109,2025,測量師及製圖師,E360000000,-,-,-
110,2025,護理人員,E360000000,---,---,---
111,2025,勞安及衛生管理人員(含工業安全管理師),E360000000,---,---,---
112,2025,會(審)計師,E360000000,-,-,-
113,2025,財務及投資規劃分析人員,E360000000,-,-,-
114,2025,專案管理師(含經營管理顧問),E360000000,36,94285,166.3
115,2025,稽核人員,E360000000,-,-,-
116,2025,人力資源管理師,E360000000,---,---,---
117,2025,廣告及行銷專業人員(含企劃),E360000000,43,81647,133.2
118,2025,公關專業人員,E360000000,---,---,---
119,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),E360000000,---,---,---
120,2025,其他專業人員,E360000000,-,-,-
121,2025,技術員及助理專業人員,E360000000,1698,55093,87.7
122,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),E360000000,567,51129,79.5
123,2025,電機、電子技術員,E360000000,126,58245,91
124,2025,機械技術員(含造船、輪機、鑄造),E360000000,---,---,---
125,2025,化工技術員,E360000000,92,54532,86.4
126,2025,品管、工管及生管技術員,E360000000,---,---,---
127,2025,製圖員,E360000000,---,---,---
128,2025,環境工程技術員,E360000000,---,---,---
129,2025,發電設備操作員,E360000000,-,-,-
130,2025,焚化爐、水處理及氣(液)體設備操作員,E360000000,481,49094,82.3
131,2025,農業技術及農業推廣人員,E360000000,-,-,-
132,2025,勞安及衛生技術員,E360000000,---,---,---
133,2025,會計人員,E360000000,77,70491,113.7
134,2025,工商業銷售代表(含業務員),E360000000,138,68040,106.3
135,2025,採購員,E360000000,34,65132,104.3
136,2025,專業秘書,E360000000,---,---,---
137,2025,法務人員,E360000000,---,---,---
138,2025,資訊管理及維護技術員,E360000000,58,60271,93.4
139,2025,其他技術員及助理專業人員,E360000000,-,-,-
140,2025,事務支援人員,E360000000,1295,53115,85.2
141,2025,總務,E360000000,93,53850,91
142,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),E360000000,478,56564,88.8
143,2025,收帳、收費人員(含帳款催收),E360000000,241,45296,74
144,2025,接待員及服務台事務人員(含總機),E360000000,228,48176,77.1
145,2025,電話及網路客服人員,E360000000,---,---,---
146,2025,醫院(診所)櫃台事務人員,E360000000,-,-,-
147,2025,會計助理、簿記、出納,E360000000,107,57424,94.5
148,2025,統計、財務、證券及保險事務人員,E360000000,-,-,-
149,2025,存貨事務人員,E360000000,---,---,---
150,2025,生產及物料規劃事務人員,E360000000,44,60498,98.1
151,2025,運輸事務人員(含稽查、調度、管理、航務),E360000000,-,-,-
152,2025,人事事務人員,E360000000,72,60204,94.3
153,2025,郵件處理及投遞人員,E360000000,-,-,-
154,2025,其他事務支援人員,E360000000,-,-,-
155,2025,服務及銷售工作人員,E360000000,---,---,---
156,2025,商店銷售及展售人員(含門市店長),E360000000,-,-,-
157,2025,收銀員及售票員,E360000000,-,-,-
158,2025,建築物管理員、保全及警衛人員,E360000000,---,---,---
159,2025,技藝、機械設備操作及組裝人員,E360000000,2055,46855,75
160,2025,鋼筋彎紮、模板及混凝土有關工作人員,E360000000,188,48135,75.5
161,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),E360000000,-,-,-
162,2025,管道裝設人員(含檢修),E360000000,1431,46625,75
163,2025,產業用機器維修人員,E360000000,---,---,---
164,2025,電力、電子、資通訊設備裝修人員(含水電工),E360000000,246,47434,73.2
165,2025,產品分級及檢查人員,E360000000,-,-,-
166,2025,消毒及除蟲有關工作人員,E360000000,-,-,-
167,2025,生產機械設備操作人員、剪裁或裁縫人員,E360000000,154,45177,71.6
168,2025,小客、貨車駕駛人員,E360000000,---,---,---
169,2025,大客、貨車駕駛人員,E360000000,-,-,-
170,2025,推土、吊車、起重機等移運設備操作人員,E360000000,-,-,-
171,2025,其他技藝、機械設備操作及組裝人員,E360000000,-,-,-
172,2025,基層技術工及勞力工,E360000000,125,43939,68.6
173,2025,清潔及家事工作人員(含建築清潔工、房務人員),E360000000,---,---,---
174,2025,勞力工(含理貨員、行李搬運工),E360000000,---,---,---
175,2025,廢棄物收集工及回收資源分類工,E360000000,-,-,-
176,2025,抄表員及自動販賣機收款員,E360000000,114,43956,68.6
177,2025,停車場管理工,E360000000,-,-,-
178,2025,主管及監督人員,E370000000,239,69690,93.7
179,2025,高階主管(總經理及總執行長),E370000000,---,---,---
180,2025,中階主管(經理),E370000000,70,81472,111.3
181,2025,監督人員(含現場及辦公室主任、科/股長),E370000000,145,53109,68.4
182,2025,專業人員,E370000000,300,50196,67.8
183,2025,品管、工管及生管工程師,E370000000,---,---,---
184,2025,土木及水利工程師,E370000000,---,---,---
185,2025,環境工程師,E370000000,183,49585,66.2
186,2025,機械工程師(含造船、輪機、鑄造),E370000000,---,---,---
187,2025,化學工程師,E370000000,-,-,-
188,2025,電機、電子工程師,E370000000,---,---,---
189,2025,護理人員,E370000000,-,-,-
